#GC Content (%)	Sample
1.0	1.1604844495083766E-5
2.0	9.4948727687049E-6
3.0	5.274929315947167E-6
4.0	0.0
5.0	0.0
6.0	1.0549858631894333E-6
7.0	0.0
8.0	0.0
9.0	0.0
10.0	2.1099717263788667E-6
11.0	0.0
12.0	1.0549858631894333E-6
13.0	5.274929315947167E-6
14.0	9.4948727687049E-6
15.0	9.4948727687049E-6
16.0	7.3849010423260336E-6
17.0	2.004473140059923E-5
18.0	2.53196607165464E-5
19.0	5.591425074903996E-5
20.0	1.054985863189433E-4
21.0	1.6563278052074103E-4
22.0	3.112208296408828E-4
23.0	4.5891885048740343E-4
24.0	7.427100476853609E-4
25.0	0.001307127484491708
26.0	0.0023199139131535643
27.0	0.0025984301810355738
28.0	0.002893826222728615
29.0	0.0038696881461788416
30.0	0.005858336498290923
31.0	0.007563193653205047
32.0	0.008773262438283327
33.0	0.010121534371439422
34.0	0.014399502046672575
35.0	0.016860784065493524
36.0	0.01736612229396126
37.0	0.01833670928809554
38.0	0.022726505464826772
39.0	0.02545047896358189
40.0	0.025406169557327933
41.0	0.027832637042663626
42.0	0.03357598008186691
43.0	0.03501920074271004
44.0	0.03500021099717264
45.0	0.036506730809807146
46.0	0.039497615731949196
47.0	0.03961155420517364
48.0	0.038952188040680256
49.0	0.03941638182048361
50.0	0.04006941806979787
51.0	0.04368274465122167
52.0	0.034619361100561255
53.0	0.03726737561716673
54.0	0.038145123855340336
55.0	0.03680951175254251
56.0	0.03362345444571043
57.0	0.031378444528843315
58.0	0.029896189391062155
59.0	0.02771131366839684
60.0	0.022977592100265856
61.0	0.01975777524581171
62.0	0.01784930581930202
63.0	0.014681183272144155
64.0	0.011443431658015783
65.0	0.009221631430138835
66.0	0.00770456175887243
67.0	0.005949065282525214
68.0	0.004510064565134827
69.0	0.003618601510739756
70.0	0.0030246444697641056
71.0	0.0022967042241633963
72.0	0.0019221842427311472
73.0	0.0016077984555006963
74.0	0.0014421656749799552
75.0	0.0012522682196058573
76.0	9.199476727011857E-4
77.0	7.005106131577837E-4
78.0	6.551462210406381E-4
79.0	5.116681436468752E-4
80.0	3.945647128328481E-4
81.0	3.4287040553656586E-4
82.0	2.574165506182217E-4
83.0	1.677427522471199E-4
84.0	1.4347807739376292E-4
85.0	6.857408110731316E-5
86.0	4.641937798033508E-5
87.0	4.536439211714564E-5
88.0	4.325442039076676E-5
89.0	1.1604844495083766E-5
90.0	3.1649575895683002E-6
91.0	1.0549858631894333E-5
92.0	3.1649575895683002E-6
93.0	1.0549858631894333E-6
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
