#Coverage (X)	Coverage
1.0	3.6618115565826344
2.0	1.9351128417203967
3.0	1.3379742911587016
4.0	1.0432422396336278
5.0	0.8650453701584837
6.0	0.7420276888557851
7.0	0.6502848766418197
8.0	0.5773375259127533
9.0	0.5182087331191667
10.0	0.46924227147633246
11.0	0.42780045284510493
12.0	0.3922277670604757
13.0	0.3613179341877668
14.0	0.33432438753874294
15.0	0.3104323108585163
16.0	0.28932277854055144
17.0	0.2704459820457714
18.0	0.2536229770216778
19.0	0.23834339452842812
20.0	0.2247509911720158
21.0	0.21228609851360147
22.0	0.20089820747539022
23.0	0.19056151370995167
24.0	0.18095756811145236
25.0	0.17211364118344363
26.0	0.16395279638435056
27.0	0.15653203053273046
28.0	0.1495973687374459
29.0	0.14319389529869397
30.0	0.13721414097403795
31.0	0.13159304508636183
32.0	0.12639662131424245
33.0	0.12152641727529101
34.0	0.11688321085516407
35.0	0.11257919964974406
36.0	0.10852919998936272
37.0	0.10475850306681878
38.0	0.10116719034361665
39.0	0.09779635084457539
40.0	0.09459137025481823
41.0	0.0915772465359197
42.0	0.08867535706679064
43.0	0.08594313851281754
44.0	0.08339103723623964
45.0	0.08092247020368859
46.0	0.07860029885813447
47.0	0.07634919942972829
48.0	0.0742089047489003
49.0	0.07215408696893633
50.0	0.0702314065078582
51.0	0.0683612144353134
