#GC Content (%)	Sample
1.0	9.037995734066015E-6
2.0	3.4860840688540336E-5
3.0	2.5822844954474325E-6
4.0	1.2911422477237162E-6
5.0	1.2911422477237162E-6
6.0	1.4202564724960878E-5
7.0	1.0716480656106846E-4
8.0	1.2394965578147677E-4
9.0	1.0458252206562102E-4
10.0	4.1316551927158926E-5
11.0	1.1620280229513446E-5
12.0	6.455711238618581E-6
13.0	2.065827596357946E-5
14.0	4.131655192715892E-5
15.0	8.77976728452127E-5
16.0	1.0716480656106846E-4
17.0	2.8663357899466504E-4
18.0	7.721030641387823E-4
19.0	0.00129243338997144
20.0	3.421526956467848E-4
21.0	2.0658275963579464E-4
22.0	2.3369674683799266E-4
23.0	3.3182355766499504E-4
24.0	5.590645932643691E-4
25.0	7.927613401023618E-4
26.0	0.00110134433730833
27.0	0.0019999793417240365
28.0	0.0030845388298119582
29.0	0.003549350038992496
30.0	0.006642926864538519
31.0	0.009149033967370252
32.0	0.008489260278783434
33.0	0.009247160778197254
34.0	0.01414058989707014
35.0	0.02161243008464728
36.0	0.019232854922092476
37.0	0.01906629757213612
38.0	0.025581401354149987
39.0	0.028957738331947504
40.0	0.025884819782365065
41.0	0.027124316340179824
42.0	0.032508379513187725
43.0	0.03425529497435791
44.0	0.03296673501112964
45.0	0.03402676279651082
46.0	0.041773616282853115
47.0	0.04121584283183648
48.0	0.03813001285977679
49.0	0.03667231326209671
50.0	0.040701968217242424
51.0	0.042723896977177774
52.0	0.03333083712498773
53.0	0.03488795467574254
54.0	0.03752834057233753
55.0	0.03666714869310582
56.0	0.03275627882475068
57.0	0.02950001807599147
58.0	0.030496779891234175
59.0	0.028325078630562887
60.0	0.022761546685121394
61.0	0.01924189291782654
62.0	0.018495612698642232
63.0	0.015643479473420544
64.0	0.01147954572451156
65.0	0.008818501551952983
66.0	0.008003790793639316
67.0	0.006101938262742283
68.0	0.004156186895422642
69.0	0.003194285920868474
70.0	0.0029399308980669015
71.0	0.002339549752875374
72.0	0.0017275483274543323
73.0	0.0014370413217164961
74.0	0.0012704839717601368
75.0	9.076730001497726E-4
76.0	6.132925676687652E-4
77.0	4.351149374828924E-4
78.0	4.5189978670330067E-4
79.0	3.937983855557334E-4
80.0	2.375701735811638E-4
81.0	1.6655734995635942E-4
82.0	1.329876515155428E-4
83.0	8.650653059748899E-5
84.0	3.4860840688540336E-5
85.0	1.678484922040831E-5
86.0	2.9696271697645476E-5
87.0	1.5493706972684596E-5
88.0	0.0
89.0	1.2911422477237162E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.2911422477237162E-6
