#Coverage (X)	Coverage
1.0	4.433652320237442
2.0	2.338349315196666
3.0	1.6055764068631788
4.0	1.2525947063984546
5.0	1.0411486053708217
6.0	0.8948063231079999
7.0	0.7836913002516752
8.0	0.695403521551043
9.0	0.6226033362409282
10.0	0.5614352669220892
11.0	0.5090736642427913
12.0	0.46406934285580803
13.0	0.4248613596648454
14.0	0.3903024108645212
15.0	0.3597174781844785
16.0	0.3328799305449337
17.0	0.30888328028058254
18.0	0.2874004646185
19.0	0.26801047683336776
20.0	0.2506837005718978
21.0	0.23513955020965227
22.0	0.22101159668230252
23.0	0.20821377662653617
24.0	0.19656556957203009
25.0	0.18586999744618993
26.0	0.1760317967561491
27.0	0.16704744872725996
28.0	0.1587583519229554
29.0	0.15113287402529352
30.0	0.14413494759411094
31.0	0.1375781508807563
32.0	0.131610565651755
33.0	0.12599302519262778
34.0	0.12076419937061189
35.0	0.11588402547016585
36.0	0.11134117743537786
37.0	0.10711219676858263
38.0	0.10308455598878652
39.0	0.09934567465370492
40.0	0.09577129603350443
41.0	0.09242197237529126
42.0	0.08926717097820358
43.0	0.08627793525917582
44.0	0.08347314197804678
45.0	0.080786300955495
46.0	0.07823203709865822
47.0	0.07582273942661288
48.0	0.0735287549321697
49.0	0.07132691834887339
50.0	0.06923885547925579
51.0	0.06725767538962657
