#GC Content (%)	Sample
1.0	3.830673994320388E-6
2.0	2.0430261303042066E-5
3.0	3.830673994320388E-6
4.0	1.2768913314401291E-6
5.0	2.5537826628802582E-6
6.0	0.0
7.0	2.5537826628802582E-6
8.0	8.938239320080905E-6
9.0	7.661347988640775E-6
10.0	1.404580464584142E-5
11.0	7.661347988640775E-6
12.0	3.830673994320388E-6
13.0	7.661347988640775E-6
14.0	1.0215130651521035E-5
15.0	2.426093529736246E-5
16.0	3.06453919545631E-5
17.0	3.9583631274644006E-5
18.0	1.0342819784665045E-4
19.0	1.442887204527346E-4
20.0	1.3024291580689316E-4
21.0	1.6982654708153717E-4
22.0	2.400555703107443E-4
23.0	3.5369889880891575E-4
24.0	5.069258585817312E-4
25.0	9.168079759740127E-4
26.0	0.0011849551555764399
27.0	0.002028980325658365
28.0	0.002862790365088769
29.0	0.003497405356814513
30.0	0.005679612642245695
31.0	0.00771114675056694
32.0	0.008083999019347457
33.0	0.009288107544895499
34.0	0.012844249902956259
35.0	0.017420628434837677
36.0	0.017333799824299754
37.0	0.01857876887245388
38.0	0.02364675056693975
39.0	0.026552955237297483
40.0	0.02692453061474656
41.0	0.029206335424030075
42.0	0.033971693872964635
43.0	0.037392485749892734
44.0	0.03676170143216132
45.0	0.03769510899544405
46.0	0.04160111957831941
47.0	0.04204547776166057
48.0	0.04142618546591211
49.0	0.03993605328212147
50.0	0.042666046948740474
51.0	0.04526707459088402
52.0	0.03532136801029685
53.0	0.03767595562547245
54.0	0.03844336731566796
55.0	0.03699154187182054
56.0	0.03324514270537521
57.0	0.03041555151490388
58.0	0.029517896908901466
59.0	0.027024128138598894
60.0	0.0217773816577114
61.0	0.018403834760046582
62.0	0.016554896112121274
63.0	0.013785318814227633
64.0	0.010742486771405806
65.0	0.008001001082803848
66.0	0.006449578115104092
67.0	0.004889216908084254
68.0	0.0035420965534149183
69.0	0.002710840296647394
70.0	0.0023686334198214395
71.0	0.0018144625819764234
72.0	0.0013905346599383005
73.0	0.0011172799150101131
74.0	9.48730259260016E-4
75.0	6.461070137087053E-4
76.0	4.64788444644207E-4
77.0	3.422068768259546E-4
78.0	3.1028459353995137E-4
79.0	2.541013749565857E-4
80.0	1.4939628577849512E-4
81.0	9.832063252088993E-5
82.0	1.008744151837702E-4
83.0	5.873700124624594E-5
84.0	2.4260935297362455E-5
85.0	1.1492021982961161E-5
86.0	2.2984043965922326E-5
87.0	2.1707152634482196E-5
88.0	1.2768913314401291E-6
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
