#Read position (bp)	Clipping profile
0.0	28.377517364709227
1.0	13.00425753655027
2.0	7.071181984521278
3.0	4.268609698182701
4.0	1.7510377375249444
5.0	1.2265731864019376
6.0	0.820301165937339
7.0	0.5289056532269047
8.0	0.3460506759357402
9.0	0.21216625117689206
10.0	0.10682330927242906
11.0	0.06418872907500725
12.0	0.03671311072555765
13.0	0.017053832078968715
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0028423053464947863
62.0	0.008230842565891152
63.0	0.017172261468406
64.0	0.03837112217767961
65.0	0.10640880640939855
66.0	0.1993758771176655
67.0	0.342616223642059
68.0	0.5692308603302996
69.0	0.8807001545503531
70.0	1.4974804147397218
71.0	2.346500707615602
72.0	3.5161093576982063
73.0	9.031425238487182
74.0	23.612155592531842
