#Coverage (X)	Coverage
1.0	5.198114873221527
2.0	2.776195466474448
3.0	1.9105546903220585
4.0	1.4957879253959732
5.0	1.253646416825859
6.0	1.0896585426567214
7.0	0.9670290994903894
8.0	0.869836804960741
9.0	0.7898594922896223
10.0	0.7219773077074478
11.0	0.6630038174991881
12.0	0.6117980589845899
13.0	0.56641719205615
14.0	0.5261302279342459
15.0	0.4902442978979593
16.0	0.4577949644619821
17.0	0.42852202157173735
18.0	0.4021190426014556
19.0	0.3781353678186292
20.0	0.35628762590222607
21.0	0.3362988233102584
22.0	0.31805379348075746
23.0	0.3013461749420685
24.0	0.2859932846436095
25.0	0.27184495154641297
26.0	0.25873432708583266
27.0	0.24658814011056052
28.0	0.2352816573900327
29.0	0.22476242718961714
30.0	0.2149823229352137
31.0	0.2059345270009203
32.0	0.1974892845715317
33.0	0.18960572654563634
34.0	0.18221054511803914
35.0	0.17522958944375944
36.0	0.16868430205582285
37.0	0.16256317362882555
38.0	0.15677904118236086
39.0	0.15129349142650028
40.0	0.14611982972789406
41.0	0.14124669337674334
42.0	0.1366245629506153
43.0	0.13221748097106456
44.0	0.12806664642461385
45.0	0.12415354909045107
46.0	0.12038156928132082
47.0	0.11683812655492432
48.0	0.1134253549913069
49.0	0.11014589367145788
50.0	0.10701099534347236
51.0	0.10401109333878367
