#GC Content (%)	Sample
1.0	6.5847461533323984E-6
2.0	8.466102197141656E-6
3.0	1.8813560438092568E-6
4.0	1.8813560438092568E-6
5.0	0.0
6.0	9.406780219046284E-7
7.0	3.7627120876185135E-6
8.0	1.8813560438092568E-6
9.0	0.0
10.0	9.406780219046284E-7
11.0	9.406780219046284E-7
12.0	0.0
13.0	1.8813560438092568E-6
14.0	1.222881428476017E-5
15.0	8.466102197141656E-6
16.0	1.1288136262855541E-5
17.0	1.5050848350474054E-5
18.0	2.4457628569520337E-5
19.0	4.138983296380365E-5
20.0	1.025339043876045E-4
21.0	1.3169492306664798E-4
22.0	2.878474747028163E-4
23.0	3.875593450247069E-4
24.0	6.52830547201812E-4
25.0	0.0011749068493588808
26.0	0.0023018391196006254
27.0	0.002336644206411097
28.0	0.002711974737151044
29.0	0.0035331866502737843
30.0	0.005637483385274438
31.0	0.007213119071964691
32.0	0.008676814074048293
33.0	0.009878059908020502
34.0	0.014049966935167529
35.0	0.01670173827891668
36.0	0.017001814567904252
37.0	0.01832346718868026
38.0	0.022546170829010136
39.0	0.025346569300220213
40.0	0.025478264223286858
41.0	0.027734950797836066
42.0	0.03315984095016006
43.0	0.03525473090494166
44.0	0.034904798680793145
45.0	0.03647102758726435
46.0	0.03916983283210873
47.0	0.039841476939748634
48.0	0.03913314638925444
49.0	0.03902496841673542
50.0	0.03929306165297823
51.0	0.04323450256475862
52.0	0.03389639184131138
53.0	0.037150197119079485
54.0	0.0380062141190127
55.0	0.036205756385087245
56.0	0.033249205362241
57.0	0.030974645905275603
58.0	0.030103578056991914
59.0	0.028209052520875997
60.0	0.023263908159723366
61.0	0.019968713048991452
62.0	0.01816355192495647
63.0	0.015220170394416886
64.0	0.01179610239468404
65.0	0.009821619226706225
66.0	0.008067254715854092
67.0	0.0062780851181914905
68.0	0.004836025710611694
69.0	0.004110762955723226
70.0	0.003330940875564289
71.0	0.0026640001580339077
72.0	0.0022058899613663537
73.0	0.0019048729943568724
74.0	0.00178446620755308
75.0	0.0014721611042807434
76.0	0.0011259915922198402
77.0	9.199831054227265E-4
78.0	8.052203867503619E-4
79.0	6.631780054427629E-4
80.0	4.835085032589791E-4
81.0	4.1107629557232266E-4
82.0	3.7627120876185136E-4
83.0	2.1635594503806454E-4
84.0	1.5333051757045443E-4
85.0	1.0817797251903228E-4
86.0	5.5500003292373075E-5
87.0	6.772881757713325E-5
88.0	4.891525713904067E-5
89.0	2.633898461332959E-5
90.0	0.0
91.0	1.222881428476017E-5
92.0	3.7627120876185135E-6
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
