#Coverage (X)	Coverage
1.0	4.756091716510838
2.0	2.4881638583070185
3.0	1.7153485040358873
4.0	1.3466755244438673
5.0	1.1268450631190632
6.0	0.9755372766705364
7.0	0.8617888175277528
8.0	0.7709026803254488
9.0	0.6957203578851363
10.0	0.6323681924718443
11.0	0.5778179119602811
12.0	0.5304112571427453
13.0	0.48873096822117645
14.0	0.45192550173027257
15.0	0.4190713625939537
16.0	0.38983562341485367
17.0	0.3634961290038774
18.0	0.33983442210151793
19.0	0.3184429479647122
20.0	0.29916581754569904
21.0	0.28154738618121655
22.0	0.265558000864047
23.0	0.25091857877976054
24.0	0.23752821173449945
25.0	0.2252973908981062
26.0	0.21398537343827684
27.0	0.2035920127394064
28.0	0.194087472524771
29.0	0.18522426564399552
30.0	0.17700030282462365
31.0	0.1693789301640578
32.0	0.16232884522946733
33.0	0.15573194914667
34.0	0.14951632695876071
35.0	0.14369550395579722
36.0	0.138278606959517
37.0	0.1332205516697229
38.0	0.1284091038366455
39.0	0.12388183371045614
40.0	0.11960575277880992
41.0	0.11556524647920696
42.0	0.11176016819602808
43.0	0.10818982150512113
44.0	0.10476682350267197
45.0	0.10153442579375849
46.0	0.09843966348913114
47.0	0.09550493212326217
48.0	0.09269086540477645
49.0	0.09003928543653217
50.0	0.08749744725267306
51.0	0.08509247474114545
