#Read position (bp)	Clipping profile
0.0	18.032892373997367
1.0	10.296600023943494
2.0	6.876571291751467
3.0	4.972764276307913
4.0	3.4400065844606726
5.0	2.533969831198372
6.0	1.8979707889381061
7.0	1.3589428947683466
8.0	0.9513797438046211
9.0	0.666152879205076
10.0	0.43375134682150124
11.0	0.2769214653417934
12.0	0.16850233449060217
13.0	0.0805848198252125
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.021998084520531546
62.0	0.05731473722016043
63.0	0.10744642643361667
64.0	0.18705854184125464
65.0	0.38863282652939063
66.0	0.6567999521130132
67.0	1.0491739494792292
68.0	1.5528851909493595
69.0	2.165988267688256
70.0	3.209849754579193
71.0	4.664267329103316
72.0	6.412516461151682
73.0	9.77223751945409
74.0	17.766820304082366
