#Position (bp)	Coverage
3410279.0	1.4843318514895485
1.0230836E7	2.839743147077284
1.7051393E7	1.9536364845275833
2.387195E7	11.371665246694661
3.0692507E7	1.0678227599300174
3.7513064E7	5.30999696945572
4.4333621E7	1.4627444650048376
5.1154178E7	2.056271210694376
5.7974735E7	3.7342121765128566
6.4795292E7	5.985449282221379
7.1615849E7	2.496189973927349
7.8436406E7	2.7276781060549746
8.5256963E7	6.28650885844074
9.207752E7	5.250948419608545
9.8898077E7	1.3047309772500986
1.05718634E8	0.902585815205415
1.12539191E8	0.3142224308073373
1.19359748E8	1.5276786045479864
1.26180305E8	6.377123305325357
1.33000862E8	4.808630145602478
1.39821419E8	0.4756029456245289
1.46641976E8	0.6911653989549534
1.53462533E8	5.3358372344076885
1.6028309E8	6.885247055335803
1.67103647E8	6.883159395926168
1.73924204E8	6.454840418458493
1.80744761E8	5.255066704962659
1.87565318E8	2.0031742275594207
1.93064938E8	3.221582733124288
1.964752165E8	0.0
2.01206432E8	2.770739398556452
2.08026989E8	2.718689983823902
2.14847546E8	2.279885792318721
2.21668103E8	2.3440101739491364
2.2848866E8	3.897663929793417
2.35309217E8	3.667472172727242
2.42129774E8	1.313595355921811
2.48950331E8	1.7312196056715017
2.55770888E8	6.239430738574577
2.62591445E8	3.3919216568382904
2.69412002E8	3.8754805509286117
2.76232559E8	7.528883638095833
2.83053116E8	5.354705927976264
2.89873673E8	1.7445202789156369
2.9669423E8	1.6936612361717671
3.03514787E8	25.866078239651102
3.10335344E8	2.4162223114622456
3.17155901E8	2.1883797760212254
3.231256605E8	8.598526029300471
3.26535939E8	0.0
3.30797015E8	7.829323910056027
3.37617572E8	0.7751753998976917
3.44438129E8	4.226023329179713
3.51258686E8	2.0460500513374495
3.58079243E8	7.462393320662814
3.648998E8	3.583228906378174
3.71720357E8	3.3681813670056564
3.78540914E8	6.988145396336399
3.85361471E8	8.848592131111873
3.92182028E8	4.864341284736716
3.99002585E8	10.11328634890083
4.05823142E8	5.852108999309
4.12643699E8	7.455052571219623
4.19464256E8	6.014714487394505
4.26284813E8	11.240484758063014
4.3310537E8	6.719553549658774
4.39925927E8	4.107658362799402
4.45497358E8	10.634613244553542
4.489076365E8	0.0
4.53567041E8	3.5209492421220143
4.60387598E8	6.339136231835611
4.67208155E8	1.8249861411611985
4.74028712E8	2.1781045155109764
4.80849269E8	3.144973790263757
4.87669826E8	2.6936675406422084
4.94490383E8	3.1673584723359105
5.0131094E8	4.368262152196661
5.08131497E8	1.1516078525551505
5.14952054E8	2.445348378438887
5.21772611E8	7.535995373984852
5.28593168E8	7.822125670967928
5.35413725E8	7.320805470872833
5.42234282E8	0.2858358928750247
5.49054839E8	5.401691386788499
5.55875396E8	7.706079430169706
5.62695953E8	11.330180365034703
5.669287495E8	1.0555927043541904
5.70339028E8	0.4603345247753801
5.76337067E8	4.1791236404886
5.83157624E8	1.9491183784550148
5.89978181E8	5.157459574049451
5.96798738E8	0.6091654977738622
6.03619295E8	2.1966572524795263
6.10439852E8	7.022600500223076
6.17260409E8	3.8710408841975807
6.24080966E8	10.772424011704615
6.30901523E8	1.9858430917005752
6.3772208E8	3.427978389448252
6.44542637E8	3.0351563662615826
6.51363194E8	3.044430828743166
6.58183751E8	5.198002597148591
6.65004308E8	5.102181977219749
