#GC Content (%)	Sample
1.0	9.498557576185218E-6
2.0	2.1710988745566206E-5
3.0	2.713873593195776E-6
4.0	2.713873593195776E-6
5.0	1.356936796597888E-6
6.0	2.713873593195776E-6
7.0	3.2566483118349314E-5
8.0	5.156359827071974E-5
9.0	4.3421977491132406E-5
10.0	1.8997115152370432E-5
11.0	5.427747186391552E-6
12.0	5.427747186391552E-6
13.0	1.7640178355772544E-5
14.0	2.4424862338761988E-5
15.0	4.342197749113242E-5
16.0	5.970521905030708E-5
17.0	1.044841333380374E-4
18.0	2.605318649467945E-4
19.0	5.956952537064727E-4
20.0	2.7138735931957756E-4
21.0	1.601185419985508E-4
22.0	2.2796538182844517E-4
23.0	2.9174141126854595E-4
24.0	3.867269870303981E-4
25.0	6.174062424520392E-4
26.0	9.579973783981088E-4
27.0	0.0017667317091704503
28.0	0.002628386575010109
29.0	0.003112813011395556
30.0	0.006410169427128422
31.0	0.00904669762291812
32.0	0.008099555738892794
33.0	0.00894357042637668
34.0	0.014112142684618035
35.0	0.020841192258946963
36.0	0.019279358006062793
37.0	0.019372986645028047
38.0	0.026198378731915425
39.0	0.028952960429009134
40.0	0.027009826936280963
41.0	0.028270421220320398
42.0	0.03314996594088641
43.0	0.03524100554444375
44.0	0.03383386208637174
45.0	0.03499947079464932
46.0	0.042103034924839265
47.0	0.04234592661143029
48.0	0.03904992713249403
49.0	0.037937238959283755
50.0	0.041453062199268885
51.0	0.04367843854568942
52.0	0.03408896620413215
53.0	0.035899119890793724
54.0	0.038157062720332605
55.0	0.03660608396182123
56.0	0.03288400632875322
57.0	0.029668066120816225
58.0	0.02931661949049737
59.0	0.02785248468696825
60.0	0.022659487566388133
61.0	0.018748795718593017
62.0	0.017811152392143877
63.0	0.014749902979019042
64.0	0.010878562298325269
65.0	0.008228464734569594
66.0	0.007227045378680352
67.0	0.00530697981149434
68.0	0.0037166498858816157
69.0	0.0028739921351943263
70.0	0.0025659674823666065
71.0	0.0019580597974907525
72.0	0.0014858457922746874
73.0	0.0012171723065483057
74.0	0.0010516260173633633
75.0	7.476721749254362E-4
76.0	5.359900346561659E-4
77.0	3.9758248140318126E-4
78.0	3.6501599828483186E-4
79.0	3.080246528277206E-4
80.0	1.953988987100959E-4
81.0	1.4519223723597402E-4
82.0	1.2483818528700568E-4
83.0	6.920377662649229E-5
84.0	3.2566483118349314E-5
85.0	2.7138735931957762E-5
86.0	2.9852609525153533E-5
87.0	1.2212431169380992E-5
88.0	1.356936796597888E-6
89.0	0.0
90.0	0.0
91.0	1.356936796597888E-6
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
