#Read position (bp)	Clipping profile
0.0	26.71627985324387
1.0	12.114399447965258
2.0	7.059868285929172
3.0	4.547267974744706
4.0	2.297903716039003
5.0	1.6547004960333584
6.0	1.1444082101869324
7.0	0.7484828649066373
8.0	0.4763072776678601
9.0	0.29943747423419215
10.0	0.14931239462800452
11.0	0.09441921837436407
12.0	0.05260288222421535
13.0	0.023050701199375266
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0028813376499219083
62.0	0.009308937022824627
63.0	0.02090816807507436
64.0	0.04499319561031903
65.0	0.12751766112218496
66.0	0.2548875613392457
67.0	0.4349342242330839
68.0	0.7340022962044657
69.0	1.1132306592057262
70.0	1.865185905382782
71.0	2.7902430519128387
72.0	3.9452161668161514
73.0	8.704964323129458
74.0	22.573285714918974
