#Position (bp)	mapping quality
3410279.0	2.65404122612223
1.0230836E7	3.612452898171373
1.7051393E7	2.323976005973179
2.387195E7	1.5300748593794933
3.0692507E7	2.6028041820834233
3.7513064E7	6.131704308155453
4.4333621E7	5.142516197984701
5.1154178E7	3.4001112819443726
5.7974735E7	5.179549781603233
6.4795292E7	3.862031908515504
7.1615849E7	4.41730115765794
7.8436406E7	8.198486226265723
8.5256963E7	3.636456357430663
9.207752E7	4.589034206653912
9.8898077E7	2.5655450467334617
1.05718634E8	3.0943208301472325
1.12539191E8	3.8515024143260033
1.19359748E8	3.7693863059293653
1.26180305E8	1.8454848419576633
1.33000862E8	7.09358283689882
1.39821419E8	2.7500791185070232
1.46641976E8	3.4311345192308735
1.53462533E8	5.599354347427389
1.6028309E8	2.833696486374843
1.67103647E8	3.6472971670323813
1.73924204E8	5.075156646730834
1.80744761E8	4.912430743956973
1.87565318E8	4.5163359244558325
1.93064938E8	6.3215782488724495
1.964752165E8	0.0
2.01206432E8	4.916471903093862
2.08026989E8	2.9377807305356214
2.14847546E8	4.561262292940081
2.21668103E8	3.224681712007163
2.2848866E8	2.632820980431363
2.35309217E8	3.1694322369693024
2.42129774E8	2.1543976846857293
2.48950331E8	2.9785140406719637
2.55770888E8	6.367293398772871
2.62591445E8	4.378874808385902
2.69412002E8	5.182044358604918
2.76232559E8	9.470390709575518
2.83053116E8	3.269152687686355
2.89873673E8	4.718463424514043
2.9669423E8	4.8319823827353074
3.03514787E8	0.7300551600093418
3.10335344E8	4.7394240537071
3.17155901E8	4.894584027426679
3.231256605E8	10.337350303242065
3.26535939E8	0.0
3.30797015E8	6.485162160059169
3.37617572E8	2.532533498691128
3.44438129E8	4.387020755166447
3.51258686E8	4.092093280497528
3.58079243E8	4.000098710215633
3.648998E8	2.6839352355740087
3.71720357E8	4.375641926236343
3.78540914E8	6.418439092078997
3.85361471E8	4.330678397493117
3.92182028E8	8.939583744448516
3.99002585E8	5.141848524438432
4.05823142E8	7.796505975033603
4.12643699E8	4.4779171330931495
4.19464256E8	5.538942348994484
4.26284813E8	7.11803164898302
4.3310537E8	5.482198827934715
4.39925927E8	6.491215001905715
4.45497358E8	4.837389520515971
4.489076365E8	0.0
4.53567041E8	5.073682915839101
4.60387598E8	2.014583225944269
4.67208155E8	5.597012299300997
4.74028712E8	4.427462903326068
4.80849269E8	3.77878597209119
4.87669826E8	1.562726845551519
4.94490383E8	2.956453791454431
5.0131094E8	2.8165086469601732
5.08131497E8	3.5467308318005744
5.14952054E8	4.700414800708351
5.21772611E8	3.6107803651092065
5.28593168E8	3.0798824790101844
5.35413725E8	2.1320761723665296
5.42234282E8	8.254186442887264
5.49054839E8	6.855899448990235
5.55875396E8	8.068938746854492
5.62695953E8	2.519627908000927
5.669287495E8	2.840056096453366
5.70339028E8	6.988855366606636
5.76337067E8	2.196031928833482
5.83157624E8	4.09272405106978
5.89978181E8	3.289580083023494
5.96798738E8	3.484710044778595
6.03619295E8	4.630123720150798
6.10439852E8	1.7948698540880583
6.17260409E8	4.751757342674904
6.24080966E8	4.317114470787319
6.30901523E8	4.489936538190178
