#Position (bp)	Coverage
3410279.0	0.9255422980850391
1.0230836E7	1.43634486157069
1.7051393E7	1.2411329455937397
2.387195E7	7.5743973695989935
3.0692507E7	0.8430862757982962
3.7513064E7	3.0290166917452637
4.4333621E7	0.9431826462266938
5.1154178E7	1.4313986379704766
5.7974735E7	2.0425201343526638
6.4795292E7	2.5148504733557684
7.1615849E7	1.3903279453569555
7.8436406E7	2.194785411220814
8.5256963E7	4.426141882547129
9.207752E7	3.1770603192671802
9.8898077E7	0.7606139791808793
1.05718634E8	0.6169704321802457
1.12539191E8	0.200625110236598
1.19359748E8	0.7367392428506939
1.26180305E8	2.5391662293856645
1.33000862E8	2.63777078616893
1.39821419E8	0.13728512202155924
1.46641976E8	0.5657287227421456
1.53462533E8	2.9372035157832417
1.6028309E8	3.201769884776273
1.67103647E8	3.56814245522763
1.73924204E8	3.710481270078089
1.80744761E8	2.8470066301036705
1.87565318E8	1.2775280669892504
1.93064938E8	1.1762383028336918
1.964752165E8	0.0
2.01206432E8	1.5692109896596422
2.08026989E8	1.4090947410893275
2.14847546E8	2.8510228710059895
2.21668103E8	1.0382464364713908
2.2848866E8	1.9889954735368387
2.35309217E8	2.7592299279956167
2.42129774E8	1.4869763569163046
2.48950331E8	1.0614234292008702
2.55770888E8	4.087006090558293
2.62591445E8	1.5260629007279025
2.69412002E8	3.276866244208501
2.76232559E8	8.167192210254969
2.83053116E8	3.86958894999338
2.89873673E8	2.0500689313204186
2.9669423E8	0.8075858027430898
3.03514787E8	8.49263410598284
3.10335344E8	1.1882274424214914
3.17155901E8	0.8647968193800007
3.231256605E8	4.438270297767399
3.26535939E8	0.0
3.30797015E8	4.354217698056038
3.37617572E8	0.31482135549926493
3.44438129E8	2.656726569398951
3.51258686E8	1.1655482096256948
3.58079243E8	5.575119598003506
3.648998E8	1.1522702617982665
3.71720357E8	1.5450040223987571
3.78540914E8	4.299624796039385
3.85361471E8	6.417878481185627
3.92182028E8	2.9374114166922145
3.99002585E8	6.367129400135502
4.05823142E8	3.6347827604109164
4.12643699E8	3.990531858321835
4.19464256E8	2.493485356108013
4.26284813E8	8.072217855521185
4.3310537E8	3.8535604936664263
4.39925927E8	2.6626558505412388
4.45497358E8	9.97629297330938
4.489076365E8	0.0
4.53567041E8	2.7927334966924255
4.60387598E8	1.5243564418565816
4.67208155E8	1.3647993851528548
4.74028712E8	1.1446660441368646
4.80849269E8	2.2873599619503215
4.87669826E8	3.6623083715890066
4.94490383E8	1.172485619576231
5.0131094E8	2.156161292985309
