#GC Content (%)	Sample
1.0	8.387948196031941E-6
2.0	1.3979913660053233E-5
3.0	1.6775896392063883E-5
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	1.3979913660053236E-6
10.0	0.0
11.0	0.0
12.0	1.3979913660053236E-6
13.0	4.193974098015971E-6
14.0	5.5919654640212945E-6
15.0	6.989956830026618E-6
16.0	1.6775896392063883E-5
17.0	1.957187912407453E-5
18.0	2.5163844588095824E-5
19.0	4.0541749614154384E-5
20.0	1.188292661104525E-4
21.0	1.6216699845661753E-4
22.0	3.550898069653522E-4
23.0	4.585411680497462E-4
24.0	9.296642583935403E-4
25.0	0.0014371351242534725
26.0	0.0032768917619164784
27.0	0.0027358691032724177
28.0	0.0029651396872972914
29.0	0.003960509539893083
30.0	0.006653040910819335
31.0	0.009218355067439102
32.0	0.010257062652381058
33.0	0.011590746415550138
34.0	0.017860737692084013
35.0	0.021299796452457113
36.0	0.020262486858881164
37.0	0.020434439796899812
38.0	0.025661529514393717
39.0	0.027857773950388087
40.0	0.02624449191401794
41.0	0.027947245397812428
42.0	0.03536778356856868
43.0	0.03557049231663945
44.0	0.03449264097344935
45.0	0.035300679983000426
46.0	0.03764511150379135
47.0	0.03803375310354083
48.0	0.037101292862415286
49.0	0.03691536001073657
50.0	0.03800998725031874
51.0	0.04016988391079697
52.0	0.03281784731697497
53.0	0.035527154584293286
54.0	0.03623453821549198
55.0	0.0352140045183081
56.0	0.03243339969132351
57.0	0.03019381752298298
58.0	0.029255765316393404
59.0	0.02690434383877245
60.0	0.02235248395105912
61.0	0.0191440937660769
62.0	0.01712399624219921
63.0	0.014360167311606683
64.0	0.011221676694924732
65.0	0.009265886773883285
66.0	0.007551949359160758
67.0	0.00587995168541839
68.0	0.004466582414387009
69.0	0.003567673966045586
70.0	0.0029707316527613128
71.0	0.00231367571073881
72.0	0.0018663184736171072
73.0	0.001671997673742367
74.0	0.0014972487529917016
75.0	0.001223242445254658
76.0	9.352562238575615E-4
77.0	7.143735880287203E-4
78.0	6.276981233363904E-4
79.0	5.438186413760708E-4
80.0	4.1100946160556513E-4
81.0	3.425078846713043E-4
82.0	3.313239537432616E-4
83.0	1.9991276533876129E-4
84.0	1.2442123157447378E-4
85.0	9.226743015635135E-5
86.0	5.8715637372223586E-5
87.0	4.3337732346165036E-5
88.0	4.7531706444181E-5
89.0	1.3979913660053237E-5
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
