#Coverage (X)	Coverage
1.0	3.6789004490162114
2.0	1.9373193333493361
3.0	1.3415901986505645
4.0	1.0484821349342468
5.0	0.8681877092287067
6.0	0.741610640751972
7.0	0.6458403343738297
8.0	0.5700710729911123
9.0	0.5079159507290569
10.0	0.4561666148388497
11.0	0.41222969174958735
12.0	0.374863750433974
13.0	0.3426271562487102
14.0	0.31462317146660723
15.0	0.290019825806354
16.0	0.26838467652504505
17.0	0.24927175558970305
18.0	0.23224235244005342
19.0	0.21713398032585474
20.0	0.20346552012154007
21.0	0.19122788165925897
22.0	0.18013813346482266
23.0	0.17001557179838755
24.0	0.16076779217148385
25.0	0.15232801117358008
26.0	0.144515158525806
27.0	0.13744696656333133
28.0	0.1308739321711272
29.0	0.1248006737409213
30.0	0.1192222429958747
31.0	0.11406903417493197
32.0	0.10929479005299925
33.0	0.10482810882781735
34.0	0.10066572830204734
35.0	0.09678085447289675
36.0	0.09309581772073727
37.0	0.08968267961809318
38.0	0.08649170081912416
39.0	0.0834364147676041
40.0	0.08055046974610036
41.0	0.07785160624349885
42.0	0.07531394660453827
43.0	0.07286363321549061
44.0	0.07060692573999461
45.0	0.06845002684129042
46.0	0.06638600893177227
47.0	0.06444599117476457
48.0	0.06258496257787272
49.0	0.060832759417806415
50.0	0.05913348449310263
51.0	0.05752569770929483
