#Read position (bp)	Clipping profile
0.0	28.429025845272154
1.0	13.333078355755603
2.0	7.2730921589238
3.0	4.3232451024966885
4.0	1.7389327555369527
5.0	1.2378588415480518
6.0	0.8413400590115522
7.0	0.5412113956068796
8.0	0.34421972993577143
9.0	0.20464099300301417
10.0	0.0970347253676619
11.0	0.060378117423190866
12.0	0.03549631671996844
13.0	0.013751599697808597
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0021486874527825934
62.0	0.007004721096071254
63.0	0.017189499622260747
64.0	0.036699581693526696
65.0	0.10992685008435747
66.0	0.2010311980823394
67.0	0.34731383986777836
68.0	0.578813426030575
69.0	0.870261392126006
70.0	1.4654048427977284
71.0	2.2847853160418428
72.0	3.3619223361217565
73.0	9.013443048179589
74.0	23.230749264504286
