#GC Content (%)	Sample
1.0	5.473184134333831E-6
2.0	2.4629328604502242E-5
3.0	2.7365920671669158E-6
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	9.121973557223052E-7
9.0	2.7365920671669158E-6
10.0	2.7365920671669158E-6
11.0	1.8243947114446104E-6
12.0	1.8243947114446104E-6
13.0	0.0
14.0	5.473184134333831E-6
15.0	1.1858565624389969E-5
16.0	1.2770762980112271E-5
17.0	1.550735504727919E-5
18.0	2.8278118027391465E-5
19.0	5.655623605478293E-5
20.0	8.392215672645208E-5
21.0	1.1767345888817737E-4
22.0	2.2348835215196477E-4
23.0	3.0102512738836067E-4
24.0	4.615718619954864E-4
25.0	7.516506211151794E-4
26.0	0.0010827782612423762
27.0	0.0018070629616858866
28.0	0.002477528018141781
29.0	0.003152554061376287
30.0	0.0054047693326546575
31.0	0.007391535173417839
32.0	0.007760062905129652
33.0	0.0089112559680512
34.0	0.012752519032997827
35.0	0.017246003207285903
36.0	0.016709631162121187
37.0	0.017620916320487772
38.0	0.022752026446425738
39.0	0.025567979683540496
40.0	0.025785994851558126
41.0	0.027786443652657138
42.0	0.032605582282938084
43.0	0.03598162469646633
44.0	0.03527923273256016
45.0	0.03631913771808359
46.0	0.040506123580848964
47.0	0.04152413582983505
48.0	0.04027533764985122
49.0	0.039555613936186326
50.0	0.042293118200708954
51.0	0.04556973110246348
52.0	0.035472618571973286
53.0	0.037288803507216396
54.0	0.039448886845566807
55.0	0.037592565226671926
56.0	0.033862590239123413
57.0	0.030517562535689723
58.0	0.031047549199364383
59.0	0.02841312323603836
60.0	0.023467189173312027
61.0	0.01949639408385283
62.0	0.01777872646302773
63.0	0.01519173476219927
64.0	0.011707140863340064
65.0	0.008921290138964146
66.0	0.007532013566199074
67.0	0.00569393589441863
68.0	0.004146849179113599
69.0	0.003311276401271968
70.0	0.0028487923419207592
71.0	0.0021318052203230273
72.0	0.0016985114763549323
73.0	0.001353700875891901
74.0	0.0011694370100359952
75.0	8.529045276003553E-4
76.0	6.257673860255012E-4
77.0	5.144793086273802E-4
78.0	4.4971329637109647E-4
79.0	3.822106920476459E-4
80.0	2.3717131248779936E-4
81.0	2.0250781297035175E-4
82.0	1.6510772138573723E-4
83.0	8.75709461493413E-5
84.0	5.199524927617139E-5
85.0	3.831228894033682E-5
86.0	3.5575696873169905E-5
87.0	2.4629328604502242E-5
88.0	6.385381490056136E-6
89.0	9.121973557223052E-7
90.0	9.121973557223052E-7
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
