#Coverage (X)	Coverage
1.0	5.177271191659145
2.0	2.7983918236585197
3.0	1.9277792755030703
4.0	1.5081581043700538
5.0	1.2627576606655424
6.0	1.0979910743355958
7.0	0.975229603812096
8.0	0.8784795386173556
9.0	0.7985986990178873
10.0	0.731209289502317
11.0	0.6730355141410627
12.0	0.6221850419044017
13.0	0.577307066519694
14.0	0.5373498409056197
15.0	0.5016069710512028
16.0	0.4694369770069784
17.0	0.44028374576264184
18.0	0.41396884612031215
19.0	0.38996325230372975
20.0	0.36808248522108045
21.0	0.34806699858802403
22.0	0.3296968689889468
23.0	0.31266970172735853
24.0	0.29717323809239815
25.0	0.28282503126430925
26.0	0.2694868593763573
27.0	0.25723074734716533
28.0	0.24578303713990124
29.0	0.23505920485516185
30.0	0.225162101343642
31.0	0.21595288162228599
32.0	0.20729955498781294
33.0	0.19917477762888325
34.0	0.19158228824356627
35.0	0.1844828305021764
36.0	0.1778048926407223
37.0	0.17151926149882968
38.0	0.16555695443180696
39.0	0.15993014053532306
40.0	0.15454285989234506
41.0	0.14952076208101062
42.0	0.14471928410944201
43.0	0.1401225181839152
44.0	0.135778370955137
45.0	0.13166041495932745
46.0	0.12773602822316832
47.0	0.12404479696147064
48.0	0.12050982128657495
49.0	0.11711369059473498
50.0	0.11388726747195221
51.0	0.11077326186845937
