#Position (bp)	mapping quality
3410279.0	3.464759879258169
1.0230836E7	3.627315037978007
1.7051393E7	3.4912575891383226
2.387195E7	2.4599221311568424
3.0692507E7	4.564742262033397
3.7513064E7	6.372821914505299
4.4333621E7	7.011478944113144
5.1154178E7	4.285621418666678
5.7974735E7	6.323707454825544
6.4795292E7	4.477610176965848
7.1615849E7	4.936645172779757
7.8436406E7	9.04052423472171
8.5256963E7	4.863856792630171
9.207752E7	5.740438475281217
9.8898077E7	2.9694367607025747
1.05718634E8	3.9444264070896864
1.12539191E8	1.769963134903028
1.19359748E8	4.6138876998680365
1.26180305E8	2.20558721586481
1.33000862E8	8.239723397411728
1.39821419E8	3.39901517109543
1.46641976E8	6.053111181337492
1.53462533E8	5.187521996518926
1.6028309E8	2.8688880566647166
1.67103647E8	4.2712519434178935
1.73924204E8	6.365641110703666
1.80744761E8	5.646825552003575
1.87565318E8	4.849143396618298
1.93064938E8	5.210443758538683
1.964752165E8	0.0
2.01206432E8	5.258250084134946
2.08026989E8	3.0283938707666684
2.14847546E8	4.971536803458331
2.21668103E8	3.0711312105153037
2.2848866E8	4.696779021094037
2.35309217E8	4.222549990788588
2.42129774E8	1.968089243978998
2.48950331E8	4.1707058447193655
2.55770888E8	8.516805835086512
2.62591445E8	3.841614323666916
2.69412002E8	6.320954443357495
2.76232559E8	13.418913702780438
2.83053116E8	3.6398789762853223
2.89873673E8	5.973894526041467
2.9669423E8	5.881917967410424
3.03514787E8	1.0246147648357993
3.10335344E8	5.013767711992149
3.17155901E8	4.876060199580596
3.231256605E8	11.541490073297991
3.26535939E8	0.0
3.30797015E8	6.977798260828503
3.37617572E8	3.239560184330871
3.44438129E8	5.334034933476432
3.51258686E8	4.955306154681168
3.58079243E8	4.0904020436384005
3.648998E8	2.5961780276604265
3.71720357E8	4.5505849285120785
3.78540914E8	7.406298064620994
3.85361471E8	5.850099393798569
3.92182028E8	9.40526497276249
3.99002585E8	5.883485165116104
4.05823142E8	9.21954092235776
4.12643699E8	4.926625854209455
4.19464256E8	5.677810909063683
4.26284813E8	8.038333648599918
