#Position (bp)	mapping quality
3410279.0	3.7262412677210395
1.0230836E7	3.1904672134018046
1.7051393E7	3.425173754313381
2.387195E7	2.087427100805228
3.0692507E7	3.322386809731697
3.7513064E7	6.7054485611844346
4.4333621E7	5.722012059169481
5.1154178E7	4.471167993685381
5.7974735E7	6.163403710221949
6.4795292E7	4.463246926951476
7.1615849E7	6.583969469747901
7.8436406E7	9.840247732138522
8.5256963E7	4.909937949132586
9.207752E7	5.525218591597452
9.8898077E7	2.642452964511868
1.05718634E8	5.5637705849321115
1.12539191E8	1.9923527991761827
1.19359748E8	4.529680868579808
1.26180305E8	2.3567007799679995
1.33000862E8	7.9742077686578865
1.39821419E8	3.0939973767146265
1.46641976E8	6.017416049398755
1.53462533E8	4.949184346807467
1.6028309E8	2.9957177296029984
1.67103647E8	3.079440181092032
1.73924204E8	6.231986412119016
1.80744761E8	6.517060454355738
1.87565318E8	3.90368217876384
1.93064938E8	5.02204102387376
1.964752165E8	0.0
2.01206432E8	5.345969322782646
2.08026989E8	3.183424620542861
2.14847546E8	5.336096289737927
2.21668103E8	3.1897686600849053
2.2848866E8	3.4259193594862354
2.35309217E8	3.8066106183752546
2.42129774E8	1.9872609337637308
2.48950331E8	5.736286582789458
2.55770888E8	8.296218574576555
2.62591445E8	4.548398889811584
2.69412002E8	5.9551596456556615
2.76232559E8	13.06693441772406
2.83053116E8	2.9146057933987097
2.89873673E8	5.206622923155021
2.9669423E8	6.120633984438901
3.03514787E8	0.9490409740925421
3.10335344E8	5.055549458908625
3.17155901E8	3.4459058070380353
3.231256605E8	12.384944353325782
3.26535939E8	0.0
3.30797015E8	6.414144707163904
3.37617572E8	3.7638279389177622
3.44438129E8	5.272783293683546
3.51258686E8	4.545484727713134
3.58079243E8	4.310102408029911
3.648998E8	2.8055611983818114
3.71720357E8	3.7557963180752374
3.78540914E8	7.122407655468689
3.85361471E8	5.819412577818745
3.92182028E8	11.12087162449272
3.99002585E8	5.355691934256484
4.05823142E8	9.61599467680854
4.12643699E8	4.824462361738981
4.19464256E8	5.591986040531165
4.26284813E8	7.537969786878695
4.3310537E8	5.962142108553865
4.39925927E8	7.286159272614979
4.45497358E8	5.690619979796462
4.489076365E8	0.0
4.53567041E8	4.757137597930733
4.60387598E8	2.0903972335584897
4.67208155E8	4.184063254867927
4.74028712E8	2.880959874756044
4.80849269E8	3.781403204390784
4.87669826E8	1.2216024633920772
4.94490383E8	3.0155206648760875
5.0131094E8	3.401186380570435
5.08131497E8	5.475724221127997
5.14952054E8	5.628432763563513
5.21772611E8	3.630582455730043
5.28593168E8	3.9814783141203027
5.35413725E8	3.1330738266481344
5.42234282E8	7.793180832945391
5.49054839E8	6.995764794881954
5.55875396E8	8.708719098669027
5.62695953E8	2.9089465145014692
5.669287495E8	4.9174320321044425
5.70339028E8	10.036463579315276
5.76337067E8	3.158461744821118
5.83157624E8	4.587508011088926
5.89978181E8	4.000335892269095
5.96798738E8	4.966297161062256
6.03619295E8	6.222444967594944
6.10439852E8	2.6366096746676715
6.17260409E8	6.119852311460599
6.24080966E8	4.4024473481776765
6.30901523E8	6.661710746279692
6.3772208E8	3.9407160528950143
6.44542637E8	5.5755104325182785
6.51363194E8	3.2059827005480788
6.58183751E8	2.380528254992042
6.65004308E8	6.544583275678791
6.71824865E8	4.997045216043902
6.78645422E8	3.34563122600518
6.853450715E8	2.9210476964173604
6.8875535E8	0.0
6.92286536E8	0.9783228716619623
6.99107093E8	1.378412841837807
7.0592765E8	4.71810223843271
7.12748207E8	3.817808248999954
7.19568764E8	3.650562175718766
7.26389321E8	2.2921599317594823
7.33209878E8	5.874708264497492
7.40030435E8	8.45439252242715
7.46850992E8	10.397230591074816
7.53671549E8	6.893604454269649
7.60492106E8	6.395605457522037
7.67312663E8	4.7126805361339335
7.7413322E8	5.437980943670679
7.80953777E8	2.409339743370662
7.87774334E8	4.475364569211637
7.94594891E8	6.677025872368569
8.01415448E8	1.5439259701294388
8.08236005E8	3.841256735074505
8.12710191E8	3.6367708658263123
8.161204695E8	2.693235269904529
8.21877119E8	5.497322289225923
8.28697676E8	3.9751766767480357
8.35518233E8	1.9048444189059173
8.4233879E8	1.662790949216095
8.49159347E8	3.4760851006451996
8.55979904E8	1.9897825042079273
8.62800461E8	2.9494720189629384
8.69621018E8	5.227253608929555
8.76441575E8	3.0283054922965356
8.83262132E8	2.4236735086864165
8.90082689E8	11.963182856950391
8.96903246E8	6.249108157131502
9.03723803E8	4.767904101237695
9.1054436E8	5.705380304308248
9.15901344E8	9.261102728349499
9.193116225E8	0.0
9.24185474E8	2.090986543249733
9.31006031E8	4.876820370157946
9.37826588E8	9.254418801840618
9.44647145E8	1.4978970846828306
9.51467702E8	4.268605917557859
9.58288259E8	1.6549430257921964
9.65108816E8	6.359112322683685
9.71929373E8	3.2540134305925053
9.7874993E8	4.7351539821173905
9.85570487E8	2.1444557364960026
9.92391044E8	2.54250285385641
9.99211601E8	3.08023532983115
1.006032158E9	1.8421294538264696
1.012649727E9	3.8220838277623788
1.0160600055E9	0.0
1.019673272E9	4.112868604222381
1.026493829E9	3.2116810250152823
1.033314386E9	5.585527452877743
1.040134943E9	12.977775610754563
1.0469555E9	5.518111488214211
1.053776057E9	26.06013373964974
1.060596614E9	9.244615973766898
1.067417171E9	3.37032364730638
1.074237728E9	11.968665604063537
1.081058285E9	3.482899759093085
1.087878842E9	2.1328067921702325
1.094699399E9	5.8581520116747505
1.101519956E9	2.971172057643107
1.1080409755E9	0.8900547032198686
1.111451254E9	0.0
1.11516107E9	6.791286037405887
1.121981627E9	3.6710651937030367
1.128802184E9	3.7538500061484714
1.135622741E9	1.658522591666065
1.142443298E9	4.878094297557555
1.149263855E9	6.150690080162835
1.156084412E9	2.69804453693848
1.162904969E9	3.1073046804163993
1.169725526E9	4.38017996706505
1.176546083E9	3.7629990409688387
1.18336664E9	3.3015769768734584
1.190187197E9	5.3631581546578815
1.197007754E9	4.168036476835791
1.201145256E9	1.6782601274026794
1.2045555345E9	13.031696855033761
1.210648868E9	10.702762070763557
1.217469425E9	4.578250058541305
1.224289982E9	3.940022364816691
1.231110539E9	3.993476519141942
1.237931096E9	5.968001535232978
1.244751653E9	8.647893354737993
1.25157221E9	4.9588939554991
1.258392767E9	3.1409229009192634
1.2625477645E9	7.6894997230307105
1.265958043E9	6.156212728654426
1.272033881E9	2.2446406744035685
1.278854438E9	4.058200939294213
1.285674995E9	5.582468129999836
1.292495552E9	8.23405898257684
1.299316109E9	4.070191876735732
1.306136666E9	2.8250551217714306
1.312957223E9	3.116867461343583
1.31977778E9	2.2402608461374562
1.326598337E9	3.1776580772300393
1.333418894E9	2.5690766334613393
1.340239451E9	3.266518657290254
1.347060008E9	6.373580496126644
1.353880565E9	7.197736889605589
1.360701122E9	2.245820444253766
1.367521679E9	5.19433575038011
1.374342236E9	2.2674275005603115
1.381162793E9	8.12625016579307
1.38798335E9	6.94586092788896
1.394803907E9	7.901149233550877
1.401624464E9	1.3712058217662537
1.408445021E9	2.061403154041766
1.415265578E9	5.565716711358247
1.422086135E9	6.291335655629771
1.428906692E9	6.697491752928945
1.435727249E9	4.778426013131543
1.442092514E9	6.762525285090667
1.4455027925E9	0.0
1.449368363E9	10.662085233068465
1.45618892E9	1.43096520089919
1.463009477E9	9.207445564874028
1.469830034E9	1.997823311562198
1.476650591E9	4.073883850543992
1.483471148E9	7.053942539706495
