#GC Content (%)	Sample
1.0	2.1017593038973186E-5
2.0	2.233119260390901E-5
3.0	1.3135995649358241E-6
4.0	2.6271991298716483E-6
5.0	0.0
6.0	1.3135995649358241E-6
7.0	5.254398259743297E-6
8.0	3.152638955845978E-5
9.0	1.0508796519486593E-5
10.0	1.3135995649358241E-6
11.0	1.0508796519486593E-5
12.0	2.6271991298716483E-6
13.0	5.254398259743297E-6
14.0	1.1822396084422416E-5
15.0	1.970399347403736E-5
16.0	1.970399347403736E-5
17.0	3.2839989123395604E-5
18.0	8.407037215589275E-5
19.0	1.8784473778582289E-4
20.0	1.1165596301954505E-4
21.0	1.2347835910396745E-4
22.0	1.9835353430530943E-4
23.0	2.784831077663947E-4
24.0	4.1247026338984874E-4
25.0	7.09343765065345E-4
26.0	9.497324854486007E-4
27.0	0.001711620233111379
28.0	0.0025720279481443436
29.0	0.003093526975423866
30.0	0.005468514988827835
31.0	0.008171902893465761
32.0	0.007718711043562902
33.0	0.008475344392965937
34.0	0.012395125494734434
35.0	0.01806462121699745
36.0	0.016906026400724056
37.0	0.017536554191893254
38.0	0.02275811246251315
39.0	0.026715987951664785
40.0	0.025856893836196763
41.0	0.02730842135545085
42.0	0.032176621343103014
43.0	0.03415096148920156
44.0	0.03411549430094829
45.0	0.03534108269503341
46.0	0.04140071748808237
47.0	0.04214552844140098
48.0	0.03972062364452945
49.0	0.038950854299477054
50.0	0.04223222601268675
51.0	0.04528240420246773
52.0	0.03501531000292933
53.0	0.03677553341994333
54.0	0.038991575885990074
55.0	0.038476644856535215
56.0	0.033910572768818294
57.0	0.03076581541036193
58.0	0.031221634459394666
59.0	0.029104111960718118
60.0	0.023518686610610993
61.0	0.019855057424004983
62.0	0.01841535230083532
63.0	0.01565810681403502
64.0	0.011641119344461272
65.0	0.00894955383590777
66.0	0.007688498253569378
67.0	0.005951919628724219
68.0	0.004203518607794637
69.0	0.0032616677197356515
70.0	0.0028649606511250325
71.0	0.002340834424715639
72.0	0.0017562826183191967
73.0	0.0014134331318709466
74.0	0.0012820731753773644
75.0	8.656621132927081E-4
76.0	5.687886116172119E-4
77.0	4.3742865512362946E-4
78.0	4.6764144511715334E-4
79.0	3.572990816625442E-4
80.0	2.1543032864947516E-4
81.0	1.694543438767213E-4
82.0	1.2479195866890329E-4
83.0	6.962077694159868E-5
84.0	4.991678346756131E-5
85.0	2.6271991298716486E-5
86.0	3.415358868833143E-5
87.0	1.707679434416571E-5
88.0	5.254398259743297E-6
89.0	0.0
90.0	0.0
91.0	1.3135995649358241E-6
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	2.6271991298716483E-6
