#GC Content (%)	Sample
1.0	8.224521204357762E-6
2.0	2.6729693914162728E-5
3.0	3.0841954516341606E-6
4.0	2.0561303010894405E-6
5.0	1.0280651505447203E-6
6.0	1.0280651505447203E-6
7.0	5.140325752723602E-6
8.0	6.168390903268322E-6
9.0	9.252586354902484E-6
10.0	3.0841954516341606E-6
11.0	3.0841954516341606E-6
12.0	1.0280651505447203E-6
13.0	4.112260602178881E-6
14.0	1.0280651505447203E-5
15.0	1.8505172709804967E-5
16.0	2.878582421525217E-5
17.0	2.1589368161439126E-5
18.0	7.196456053813043E-5
19.0	1.1103103625882979E-4
20.0	1.0177844990392732E-4
21.0	1.2439588321591118E-4
22.0	2.1383755131330182E-4
23.0	3.0636341486232666E-4
24.0	5.037519237669129E-4
25.0	8.543221401026626E-4
26.0	0.0011360119913519158
27.0	0.0019512676557338793
28.0	0.0025557699642541746
29.0	0.003326818827162715
30.0	0.005568000855350206
31.0	0.007657029241257078
32.0	0.007873950988022014
33.0	0.008992485871814667
34.0	0.01283436533940029
35.0	0.017393834282066124
36.0	0.01716149155804302
37.0	0.017984971743629338
38.0	0.023005013873739207
39.0	0.025894905011920412
40.0	0.026077900608717376
41.0	0.028109357346193742
42.0	0.03295257227040992
43.0	0.036460330564068506
44.0	0.0356625520072458
45.0	0.036455190238315775
46.0	0.041189430256574226
47.0	0.04207665048149431
48.0	0.040760727088797064
49.0	0.03993416270775912
50.0	0.04318798890923316
51.0	0.04555459488578711
52.0	0.03557825066490113
53.0	0.03776288910980867
54.0	0.039445831761250376
55.0	0.0380188773322943
56.0	0.033510811647155705
57.0	0.030840926451191065
58.0	0.0302210031654126
59.0	0.027821499104041223
60.0	0.022923796726846173
61.0	0.018917426835173397
62.0	0.017445237539593362
63.0	0.014419641801540248
64.0	0.010932444810892556
65.0	0.008406488736004178
66.0	0.00698261850249974
67.0	0.0051464941436268705
68.0	0.003849075923639433
69.0	0.002878582421525217
70.0	0.002470440556758963
71.0	0.0018906118118517407
72.0	0.0014392912107626082
73.0	0.0011411523171046395
74.0	9.242305703397035E-4
75.0	6.733826736067918E-4
76.0	5.315096828316205E-4
77.0	3.6701925874446515E-4
78.0	3.546824769379285E-4
79.0	2.9813889365796884E-4
80.0	1.6963074983987884E-4
81.0	1.3364846957081365E-4
82.0	1.1925555746318755E-4
83.0	6.990843023704099E-5
84.0	4.6262931774512424E-5
85.0	2.0561303010894406E-5
86.0	2.5701628763618008E-5
87.0	1.7477107559260244E-5
88.0	6.168390903268321E-6
89.0	0.0
90.0	0.0
91.0	1.0280651505447203E-6
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
