#Position (bp)	mapping quality
3410279.0	4.663223002933957
1.0230836E7	3.30846992147856
1.7051393E7	3.8290032426747977
2.387195E7	2.4562783510284687
3.0692507E7	4.405764925336072
3.7513064E7	7.292428423222204
4.4333621E7	6.227858500258498
5.1154178E7	4.541484191467411
5.7974735E7	6.520164911122991
6.4795292E7	5.055069406959602
7.1615849E7	5.834122951580002
7.8436406E7	8.724832639617382
8.5256963E7	4.7731808510947475
9.207752E7	5.997519199187451
9.8898077E7	3.066438101693197
1.05718634E8	4.70824052355789
1.12539191E8	1.893628120730344
1.19359748E8	4.759150969266464
1.26180305E8	2.3191624170551357
1.33000862E8	8.55885027476424
1.39821419E8	3.930739344684661
1.46641976E8	5.942299189223196
1.53462533E8	5.279502424647465
1.6028309E8	2.938777715686459
1.67103647E8	4.459540738812184
1.73924204E8	6.5417427849606185
1.80744761E8	6.316084783726793
1.87565318E8	4.846866310281914
1.93064938E8	5.305849777584971
1.964752165E8	0.0
2.01206432E8	5.132907920557304
2.08026989E8	3.66500399605657
2.14847546E8	5.311498773329439
2.21668103E8	3.6039977891312454
2.2848866E8	2.953596557565707
2.35309217E8	4.228170538188581
2.42129774E8	1.7503828864282083
2.48950331E8	3.862216095284371
2.55770888E8	8.694617241787663
2.62591445E8	3.819388928448893
2.69412002E8	6.177086645638378
2.76232559E8	13.711901104526074
2.83053116E8	3.2643960732088173
2.89873673E8	5.727242090172763
2.9669423E8	5.694781969091927
3.03514787E8	1.0396420143805614
3.10335344E8	5.394343173976056
3.17155901E8	5.118415291942924
3.231256605E8	11.913723598164033
3.26535939E8	0.0
3.30797015E8	6.9832188565024005
3.37617572E8	3.428885808858923
3.44438129E8	5.0299062729016395
3.51258686E8	5.025607508431223
3.58079243E8	4.255231672570528
3.648998E8	2.481859635320837
3.71720357E8	4.563172434901976
3.78540914E8	7.649474323891985
3.85361471E8	6.59616485616177
3.92182028E8	10.204694923672871
3.99002585E8	5.960234002339109
4.05823142E8	8.68666637717372
4.12643699E8	5.341011943001541
4.19464256E8	5.077357531093493
4.26284813E8	8.192726571530098
4.3310537E8	6.748521711696433
4.39925927E8	7.6818472030346365
4.45497358E8	5.989315360932431
4.489076365E8	0.0
4.53567041E8	5.377059332013736
4.60387598E8	1.9748279803029805
4.67208155E8	3.93990590197246
4.74028712E8	3.918092135268899
4.80849269E8	3.6512882874141757
4.87669826E8	1.5259747546881561
4.94490383E8	3.3467828667181347
5.0131094E8	3.2441686886163215
5.08131497E8	3.580646785086028
5.14952054E8	5.4064817217281815
5.21772611E8	3.7952604788647437
5.28593168E8	4.203150885942259
5.35413725E8	3.4258746149122725
5.42234282E8	8.956303584214526
5.49054839E8	7.866140363475592
5.55875396E8	8.474500580539614
5.62695953E8	2.7035776967891434
5.669287495E8	9.67188543790209
5.70339028E8	10.407930727892818
5.76337067E8	3.220519349390275
5.83157624E8	5.281729380685603
5.89978181E8	4.364261552667013
5.96798738E8	4.500956549337714
6.03619295E8	5.631164550643822
6.10439852E8	2.529171380395965
6.17260409E8	6.400143788413046
6.24080966E8	4.882148085620229
6.30901523E8	6.469461498040366
6.3772208E8	3.8898023597492646
6.44542637E8	6.780337714699764
6.51363194E8	3.4213733478956487
6.58183751E8	2.274999957223953
6.65004308E8	6.477169676053449
6.71824865E8	5.523159063747598
6.78645422E8	4.092904717514722
6.853450715E8	2.9909675827771993
6.8875535E8	0.0
6.92286536E8	1.7660130570347694
6.99107093E8	1.7086927873191804
7.0592765E8	6.73938264564787
7.12748207E8	4.213558241839968
7.19568764E8	4.034831351451663
7.26389321E8	1.5471473524999944
7.33209878E8	5.904137088196201
7.40030435E8	8.789302644848735
7.46850992E8	10.154117320515555
7.53671549E8	7.367832287467846
7.60492106E8	6.616580104334722
7.67312663E8	5.344324369988996
7.7413322E8	4.851313251414069
7.80953777E8	7.246216324197048
7.87774334E8	5.5867020280866075
7.94594891E8	6.30926218276673
8.01415448E8	1.4160595168971621
8.08236005E8	4.304853472242372
8.12710191E8	2.1342223302413594
8.161204695E8	3.2057987880306853
8.21877119E8	5.217853616767287
8.28697676E8	4.935844565792716
8.35518233E8	1.5848209405348266
8.4233879E8	1.9989128032474126
8.49159347E8	3.33787019888684
8.55979904E8	2.2706745917226474
8.62800461E8	3.258232539830014
8.69621018E8	4.6703715502742025
8.76441575E8	3.177550001566898
8.83262132E8	2.3933542150146576
8.90082689E8	12.929070233437217
8.96903246E8	6.812196183405867
9.03723803E8	4.659088865699264
9.1054436E8	5.2394521873575775
9.15901344E8	10.414236741399955
9.193116225E8	0.0
