#Coverage (X)	Coverage
1.0	4.751833156144642
2.0	2.5759410114904853
3.0	1.793793023807936
4.0	1.4122613420279322
5.0	1.1853540384196464
6.0	1.0287850974069954
7.0	0.9112423362283977
8.0	0.8177191340032692
9.0	0.7401804421262739
10.0	0.6744441236181302
11.0	0.6178407480600328
12.0	0.5686713704123889
13.0	0.5254450565329023
14.0	0.48720491964019175
15.0	0.4531869457884028
16.0	0.4226128626635415
17.0	0.3951814118400989
18.0	0.3706250198290917
19.0	0.3482290454914363
20.0	0.3278181732109857
21.0	0.3094227157652085
22.0	0.2926422659220407
23.0	0.2772279436828171
24.0	0.2630764583499996
25.0	0.250042917046585
26.0	0.2379712108013905
27.0	0.22677370013329323
28.0	0.21645940190234114
29.0	0.20678790316134155
30.0	0.1977694303491262
31.0	0.18935728639378624
32.0	0.18157837525983211
33.0	0.17422846140195247
34.0	0.1673317730497672
35.0	0.16088189577031642
36.0	0.1547810002975467
37.0	0.1490441880393405
38.0	0.14368058581744947
39.0	0.13864082082506002
40.0	0.1339071159194134
41.0	0.12938387772251758
42.0	0.12507224250535387
43.0	0.12099171014409649
44.0	0.11710482035030623
45.0	0.1134741046817993
46.0	0.10998582607881247
47.0	0.1066326537608262
48.0	0.10344918901189715
49.0	0.10045529824722621
50.0	0.09755263904614253
51.0	0.09480506250697829
