#GC Content (%)	Sample
1.0	6.081738566331495E-6
2.0	2.5340577359714567E-5
3.0	3.040869283165748E-6
4.0	1.0136230943885826E-6
5.0	1.0136230943885826E-6
6.0	3.040869283165748E-6
7.0	0.0
8.0	4.05449237755433E-6
9.0	9.122607849497243E-6
10.0	1.5204346415828737E-5
11.0	2.027246188777165E-6
12.0	2.027246188777165E-6
13.0	1.0136230943885826E-6
14.0	1.3177100227051572E-5
15.0	1.824521569899449E-5
16.0	1.4190723321440154E-5
17.0	2.9395069737268896E-5
18.0	8.311709373986377E-5
19.0	1.3481187155368147E-4
20.0	8.919883230619525E-5
21.0	1.1555303276029842E-4
22.0	2.3617418099253971E-4
23.0	3.0814142069412906E-4
24.0	4.855254622121311E-4
25.0	8.362390528705806E-4
26.0	0.0011038355497891665
27.0	0.0019562925721699643
28.0	0.0025705481673694453
29.0	0.003243593902043464
30.0	0.00555566818034382
31.0	0.007590009730781706
32.0	0.007878892312682451
33.0	0.009037463509568602
34.0	0.012645961725591955
35.0	0.017252878689588066
36.0	0.017063331170937397
37.0	0.01759852416477457
38.0	0.02282577846253649
39.0	0.025411530976321768
40.0	0.02573893123580928
41.0	0.027437763542004542
42.0	0.032322413233863125
43.0	0.035345037301329874
44.0	0.03473787706779111
45.0	0.03549505351929938
46.0	0.04001783976646124
47.0	0.04132845442750568
48.0	0.03972692993837172
49.0	0.039370134609146935
50.0	0.042041031462860846
51.0	0.04523495783327927
52.0	0.035568034382095354
53.0	0.037695629257217
54.0	0.03944716996432046
55.0	0.03801086603957184
56.0	0.034022259163152775
57.0	0.03118006000648719
58.0	0.03118411449886474
59.0	0.02896630716834252
60.0	0.023859674018812844
61.0	0.019569007460265974
62.0	0.018326305546545574
63.0	0.015346253649043141
64.0	0.011822899772948425
65.0	0.00901719104768083
66.0	0.007679208563087902
67.0	0.005583036003892312
68.0	0.004157881933181965
69.0	0.003121959130716834
70.0	0.0027611093091144986
71.0	0.00210225429776192
72.0	0.001706941290950373
73.0	0.0014028543626337982
74.0	0.0011159990269218292
75.0	8.352254297761919E-4
76.0	5.240431397988973E-4
77.0	4.753892312682452E-4
78.0	4.1254459941615304E-4
79.0	3.61863444696724E-4
80.0	2.2806519623743107E-4
81.0	1.4292085630879015E-4
82.0	1.5812520272461887E-4
83.0	9.528057087252675E-5
84.0	4.966753162504054E-5
85.0	2.635420045410315E-5
86.0	4.155854686993189E-5
87.0	2.8381446642880312E-5
88.0	4.05449237755433E-6
89.0	1.0136230943885826E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.0136230943885826E-6
