#Position (bp)	Coverage
3410279.0	1.2120730022489365
1.0230836E7	3.39639035345647
1.7051393E7	1.539785826876016
2.387195E7	11.028278775472444
3.0692507E7	1.0348948040460626
3.7513064E7	4.928165837482188
4.4333621E7	1.22794941820734
5.1154178E7	2.181057939989359
5.7974735E7	3.198806783668841
6.4795292E7	5.42673934108314
7.1615849E7	1.9657469323986296
7.8436406E7	2.6309874692052277
8.5256963E7	5.344269976777556
9.207752E7	4.458458744645049
9.8898077E7	1.135655782951451
1.05718634E8	0.8686667379218442
1.12539191E8	0.20503002907240567
1.19359748E8	1.2637721523330132
1.26180305E8	5.782791786653202
1.33000862E8	4.463392652535562
1.39821419E8	0.38608063828218137
1.46641976E8	0.33459584019311034
1.53462533E8	5.702813861096682
1.6028309E8	6.713241455206664
1.67103647E8	6.643867648932485
1.73924204E8	4.913937234158442
1.80744761E8	4.768235350866505
1.87565318E8	1.7611340246844942
1.93064938E8	3.5095705991576773
1.964752165E8	0.0
2.01206432E8	2.635513345904154
2.08026989E8	2.8080087887250262
2.14847546E8	2.074995341289575
2.21668103E8	2.222690463550118
2.2848866E8	2.3162699175448576
2.35309217E8	3.095113199699086
2.42129774E8	1.0113789826842587
2.48950331E8	1.239244390157578
2.55770888E8	4.9556861704989785
2.62591445E8	3.21646164675407
2.69412002E8	3.3767553001902924
2.76232559E8	5.160234860583967
2.83053116E8	4.78747952696532
2.89873673E8	1.6087514553430167
2.9669423E8	1.4354947843702501
3.03514787E8	21.82588856012786
3.10335344E8	2.0598099246146613
3.17155901E8	2.076376166931821
3.231256605E8	7.925225660983614
3.26535939E8	0.0
3.30797015E8	7.203496429983651
3.37617572E8	0.6030664357764329
3.44438129E8	3.4518790767381606
3.51258686E8	1.5265759086831179
3.58079243E8	6.893839315469396
3.648998E8	3.5491995741696756
3.71720357E8	3.3786267016022298
3.78540914E8	5.986561361484114
3.85361471E8	7.141611601515829
3.92182028E8	4.716164530257573
3.99002585E8	9.757924462767484
4.05823142E8	5.391999069870686
4.12643699E8	7.3367455179980166
4.19464256E8	5.632178574271867
4.26284813E8	10.330670354342027
4.3310537E8	5.693713871169173
4.39925927E8	3.4987063373269955
4.45497358E8	9.865700129907538
4.489076365E8	0.0
4.53567041E8	3.5123197416281395
4.60387598E8	3.9454944808759755
4.67208155E8	1.613875377040321
4.74028712E8	1.942106781015099
4.80849269E8	3.092510039869178
4.87669826E8	2.960477714649991
4.94490383E8	3.0059712132015024
5.0131094E8	3.619502630063791
5.08131497E8	1.106366532821293
5.14952054E8	2.0374416634887735
5.21772611E8	6.297892826055115
5.28593168E8	6.033915118662596
5.35413725E8	7.040998850973608
5.42234282E8	0.33311648887326945
5.49054839E8	5.037181274197987
5.55875396E8	7.079961211379071
5.62695953E8	10.68745177263382
5.669287495E8	0.48073780756165824
5.70339028E8	0.3936989145633841
5.76337067E8	3.486930612851707
5.83157624E8	1.6193854842060553
5.89978181E8	4.106743334891857
5.96798738E8	0.6174809476704028
6.03619295E8	1.8947675387801906
6.10439852E8	5.823997952073416
6.17260409E8	3.1362470836326124
6.24080966E8	9.365427926194297
6.30901523E8	1.1723020568554738
6.3772208E8	2.443070998453645
6.44542637E8	2.892598654332777
6.51363194E8	2.91729942290637
6.58183751E8	5.1672034996555265
6.65004308E8	4.479566844760626
6.71824865E8	2.674871275175913
6.78645422E8	3.457910695563427
6.853450715E8	1.6847195102042305
6.8875535E8	0.0
6.92286536E8	2.4822144291148067
6.99107093E8	3.9334076381151863
7.0592765E8	2.1249207359457594
7.12748207E8	5.517659921323141
7.19568764E8	5.706784797781178
7.26389321E8	4.037805270156088
7.33209878E8	1.4222350168761877
7.40030435E8	1.3995041753921271
7.46850992E8	3.1139774947999115
7.53671549E8	4.370014794979355
7.60492106E8	3.042942387256642
7.67312663E8	2.5872897184203576
7.7413322E8	0.26977752696737234
7.80953777E8	1.2884318685409417
7.87774334E8	0.5887199535169928
7.94594891E8	1.5524661695518416
8.01415448E8	0.8213318941546857
8.08236005E8	3.073045793767283
8.12710191E8	2.9640645450849816
8.161204695E8	2.105786126746367
8.21877119E8	2.190781486028194
8.28697676E8	1.744224262036077
8.35518233E8	1.1807724794323982
8.4233879E8	8.010047419880811
8.49159347E8	7.535571654924957
8.55979904E8	4.854256771111216
8.62800461E8	0.7578746134663196
8.69621018E8	2.6434572718914304
8.76441575E8	2.077183139148313
8.83262132E8	3.6656645490976763
8.90082689E8	5.285284911481569
8.96903246E8	8.028338301402657
9.03723803E8	5.691024354755777
9.1054436E8	9.8254413825733
9.15901344E8	4.437370213419544
9.193116225E8	0.0
9.24185474E8	14.34430399159482
9.31006031E8	4.643046601619194
9.37826588E8	5.7248490115983195
9.44647145E8	6.421941785692869
9.51467702E8	6.793754234441557
9.58288259E8	8.189915720959446
9.65108816E8	2.300876893192154
9.71929373E8	2.1583737222634456
9.7874993E8	0.9107194617682984
9.85570487E8	1.9645857369126891
9.92391044E8	1.5161735324549006
9.99211601E8	3.0323441325979683
1.006032158E9	12.527189934780987
1.012649727E9	5.89349577158664
1.0160600055E9	0.0
1.019673272E9	2.285549992471289
1.026493829E9	3.027221530440989
1.033314386E9	1.3112584500063558
1.040134943E9	4.694409855382779
1.0469555E9	6.645662956852351
1.053776057E9	3.721856733988148
1.060596614E9	3.7214551538825935
1.067417171E9	1.6043528409776504
1.074237728E9	1.9840917684582067
1.081058285E9	4.069463535016275
1.087878842E9	7.485419592564067
1.094699399E9	2.196693026683891
1.101519956E9	8.288341846567663
1.1080409755E9	5.883818357105269
1.111451254E9	0.0
1.11516107E9	1.2001584328083468
1.121981627E9	3.56512906497226
1.128802184E9	1.2965316469021517
1.135622741E9	8.45002336319453
1.142443298E9	4.8727084899371125
1.149263855E9	7.759048564508735
1.156084412E9	4.318684822955075
1.162904969E9	0.9653981339060724
1.169725526E9	8.253152198566774
1.176546083E9	4.325160833638661
1.18336664E9	2.73538334185903
1.190187197E9	2.027793184632868
1.197007754E9	3.5528416520820807
1.201145256E9	4.007231614489906
1.2045555345E9	3.5036874011155192
1.210648868E9	8.181367298887759
1.217469425E9	2.2358339648799945
1.224289982E9	2.180141152694714
1.231110539E9	3.0150087448869645
1.237931096E9	2.027032689558932
1.244751653E9	4.399458577943121
1.25157221E9	2.8258653948643784
1.258392767E9	4.417907364457184
1.2625477645E9	2.737284129987284
1.265958043E9	1.2878408829365842
1.272033881E9	3.345085745929548
1.278854438E9	2.7569563600157583
1.285674995E9	6.906367617776671
1.292495552E9	9.307253791735777
1.299316109E9	7.558565231549271
1.306136666E9	1.4591113306435237
1.312957223E9	4.676622598418282
1.31977778E9	2.706952379402445
1.326598337E9	4.729659469160657
1.333418894E9	12.10927978462756
1.340239451E9	4.6095672244950086
1.347060008E9	1.9362830630988055
1.353880565E9	4.277122821493904
1.360701122E9	1.290529204579626
1.367521679E9	6.916099081057456
1.374342236E9	4.140831606568202
1.381162793E9	4.98725030814932
