#Position (bp)	mapping quality
3410279.0	3.394294166466171
1.0230836E7	3.0797097845680566
1.7051393E7	3.696515024427746
2.387195E7	2.337510026056713
3.0692507E7	3.328797138339426
3.7513064E7	6.315834462762975
4.4333621E7	6.000154740744181
5.1154178E7	4.016612160636944
5.7974735E7	6.278572745984855
6.4795292E7	4.327470805493743
7.1615849E7	5.485743005271159
7.8436406E7	8.107909143595917
8.5256963E7	4.4280710450535405
9.207752E7	5.784980268453215
9.8898077E7	2.9618055192455786
1.05718634E8	3.9921772768018315
1.12539191E8	3.774276522272652
1.19359748E8	4.4111033768270795
1.26180305E8	2.0692540597919558
1.33000862E8	8.103365903242091
1.39821419E8	4.639997189821838
1.46641976E8	8.440017439847862
1.53462533E8	5.0082412066916175
1.6028309E8	2.6097807930043575
1.67103647E8	4.229766457718368
1.73924204E8	6.427497559433854
1.80744761E8	5.224831999216777
1.87565318E8	4.704225179748608
1.93064938E8	4.635019896855064
1.964752165E8	0.0
2.01206432E8	4.9592966470399515
2.08026989E8	3.0318356381705605
2.14847546E8	5.140575132922347
2.21668103E8	3.4087663795490064
2.2848866E8	3.4203684319232552
2.35309217E8	4.194315445337927
2.42129774E8	2.3664082985511516
2.48950331E8	4.250663218941696
2.55770888E8	8.096446417719953
2.62591445E8	3.968350209635674
2.69412002E8	6.300372075421365
2.76232559E8	12.972628768374843
2.83053116E8	3.23319521651686
2.89873673E8	5.698462649763077
2.9669423E8	5.532845995158349
3.03514787E8	0.9696843947246412
3.10335344E8	5.203771699597361
3.17155901E8	4.653569520553604
3.231256605E8	11.083581501498351
3.26535939E8	0.0
3.30797015E8	6.347078671439618
3.37617572E8	3.4359531844534574
3.44438129E8	5.469486366183654
3.51258686E8	4.722089918861694
3.58079243E8	4.1650309452455625
3.648998E8	2.693492286156722
3.71720357E8	4.45088121410255
3.78540914E8	7.259822721488115
3.85361471E8	5.62785424008067
3.92182028E8	9.05102998989426
3.99002585E8	5.618025924024949
4.05823142E8	8.00725885979656
4.12643699E8	4.896408784602914
4.19464256E8	5.256864454772984
4.26284813E8	7.478438418478917
4.3310537E8	6.262400481018069
4.39925927E8	7.624524255539698
4.45497358E8	5.650365427126628
4.489076365E8	0.0
4.53567041E8	5.1092295254749995
4.60387598E8	2.247206719169156
4.67208155E8	5.073622336130116
4.74028712E8	3.916334585259979
4.80849269E8	3.454317076747288
4.87669826E8	1.4505942346680314
4.94490383E8	2.8233834403175666
5.0131094E8	3.216461490052426
5.08131497E8	3.7994133608692033
5.14952054E8	6.161920203285909
5.21772611E8	3.6517359262525457
5.28593168E8	3.9867064392364586
5.35413725E8	2.645745188182111
5.42234282E8	8.560731325152727
5.49054839E8	7.673626809714714
5.55875396E8	8.780332110570548
5.62695953E8	2.437105708596935
5.669287495E8	7.028452349490599
5.70339028E8	8.750116436174572
5.76337067E8	3.1268234547062965
5.83157624E8	4.856268262039196
5.89978181E8	3.774861848028136
5.96798738E8	4.694208849728985
6.03619295E8	4.743800804279379
6.10439852E8	2.449032283888567
6.17260409E8	5.830077361680771
6.24080966E8	4.7361248772747375
6.30901523E8	6.611880707170419
6.3772208E8	3.5365361977854666
6.44542637E8	5.458184834671405
6.51363194E8	2.9412321290695913
6.58183751E8	1.9572880231157177
6.65004308E8	6.326479362629198
6.71824865E8	4.901657148344627
6.78645422E8	3.352902328046909
6.853450715E8	3.7508061427359185
6.8875535E8	0.0
6.92286536E8	2.0943467797119744
6.99107093E8	1.6292875164785667
7.0592765E8	5.669226750884884
7.12748207E8	3.5210057450388503
7.19568764E8	3.476605632938354
7.26389321E8	1.513840355081018
7.33209878E8	5.13502930538682
7.40030435E8	8.962079632509823
7.46850992E8	9.19591299257533
7.53671549E8	6.753343017087033
7.60492106E8	6.106825333148442
7.67312663E8	5.057752821099084
7.7413322E8	6.373236240871767
7.80953777E8	1.15655879732671
7.87774334E8	4.6692190911087765
7.94594891E8	6.278728404776269
8.01415448E8	1.4944798597486122
8.08236005E8	4.167526833640873
8.12710191E8	2.5203097963986254
8.161204695E8	2.999860553287719
8.21877119E8	5.073430149876024
8.28697676E8	4.25634339815784
8.35518233E8	1.4017831444264288
8.4233879E8	1.7282144660409824
8.49159347E8	2.894317770313932
8.55979904E8	2.170111361850581
8.62800461E8	2.97538868749017
8.69621018E8	4.023438296855587
8.76441575E8	3.132497258170187
8.83262132E8	2.261159703468628
8.90082689E8	11.86564047572794
8.96903246E8	6.408259570396067
9.03723803E8	4.066598617331492
9.1054436E8	5.156471680370344
9.15901344E8	9.215682904865139
9.193116225E8	0.0
9.24185474E8	1.5509087679386544
9.31006031E8	4.079069534943674
9.37826588E8	8.732254173141932
9.44647145E8	1.1015723306337128
9.51467702E8	4.369608444949227
9.58288259E8	1.3363928151032871
9.65108816E8	6.182526679284396
9.71929373E8	4.184163489243587
9.7874993E8	3.0049780942602036
9.85570487E8	1.8769370865585304
9.92391044E8	2.259334456870746
9.99211601E8	2.454914681536984
1.006032158E9	1.7373980999342797
1.012649727E9	3.696552159957651
1.0160600055E9	0.0
1.019673272E9	3.3008031318021924
1.026493829E9	3.4118227449864356
1.033314386E9	6.050354262357533
1.040134943E9	11.641463042135966
1.0469555E9	5.673729656303137
1.053776057E9	29.825637018450482
1.060596614E9	8.34234674526602
1.067417171E9	3.2506590767442414
1.074237728E9	11.222223708344236
1.081058285E9	3.108073214274906
1.087878842E9	2.001386629576013
1.094699399E9	5.456888925672127
1.101519956E9	2.982552809684891
1.1080409755E9	0.8754796677163105
1.111451254E9	0.0
1.11516107E9	6.163528224478909
1.121981627E9	3.7881579686534463
1.128802184E9	3.6308718874490165
1.135622741E9	1.5538114517599775
1.142443298E9	3.878313603786128
1.149263855E9	5.505913027056747
1.156084412E9	2.0277872269522415
1.162904969E9	3.6952004183123743
1.169725526E9	4.8948562112710725
1.176546083E9	3.9741738018629555
1.18336664E9	3.557746173279738
1.190187197E9	5.92211560979761
1.197007754E9	3.87745382114882
1.201145256E9	1.9944935972819546
1.2045555345E9	12.089656219303775
1.210648868E9	9.859640322814366
1.217469425E9	3.5530457028047824
1.224289982E9	4.8409085758313655
1.231110539E9	4.203776942846685
1.237931096E9	4.838904611857575
1.244751653E9	8.004761793993206
1.25157221E9	5.135461463685542
1.258392767E9	3.124486083821075
1.2625477645E9	6.119701055796949
1.265958043E9	5.40938614108852
1.272033881E9	3.161442464081635
1.278854438E9	2.926154933812409
1.285674995E9	5.225888188231322
1.292495552E9	8.015691615028231
1.299316109E9	3.9877550996656392
1.306136666E9	2.197040439905659
1.312957223E9	3.3781176393354757
1.31977778E9	2.522832002278296
1.326598337E9	3.0316881424891204
1.333418894E9	2.197428594595801
1.340239451E9	2.9292437016806967
1.347060008E9	5.7039767224226745
1.353880565E9	6.346949715415551
1.360701122E9	1.7737816355317715
1.367521679E9	5.636928181945223
1.374342236E9	2.3328311046455843
1.381162793E9	9.584180010333426
1.38798335E9	6.756269548740643
1.394803907E9	6.858389472162281
1.401624464E9	1.8462331645917367
1.408445021E9	2.090312995663048
1.415265578E9	5.919167291760872
1.422086135E9	6.302037848800206
1.428906692E9	7.2969185875947495
1.435727249E9	5.543504958764896
1.442092514E9	7.352473401013545
1.4455027925E9	0.0
1.449368363E9	13.070658352458283
1.45618892E9	1.67468064822874
1.463009477E9	6.9892893113856225
1.469830034E9	2.2487387913853336
1.476650591E9	4.431899249260324
1.483471148E9	6.779002890547271
1.490291705E9	6.09072839208517
1.497112262E9	4.550133328161201
1.503932819E9	3.2838080551825506
1.510753376E9	3.1702835498439006
1.517573933E9	3.303034356341461
1.52439449E9	3.5187546089703994
1.531215047E9	6.866176020196916
1.538035604E9	10.551464551449866
1.544856161E9	7.591357494799105
1.551676718E9	8.833819385788976
1.558497275E9	5.386470407956655
1.565317832E9	5.9113807112015975
1.572138389E9	2.247087202748707
1.578958946E9	1.5211411479560797
1.585779503E9	3.4875161817395153
1.59260006E9	3.5412166810412997
1.599420617E9	1.9533455994855524
1.603811856E9	1.8871749706615493
1.6072221345E9	12.17041019752086
1.613061731E9	2.9002945617136224
1.619882288E9	4.007463942671452
1.626702845E9	7.105640807163598
1.633523402E9	4.528097024458539
1.640343959E9	6.3077695066419475
1.647164516E9	5.3515222257719
1.653985073E9	2.585784058144257
1.66080563E9	5.783461337336955
1.667626187E9	4.04012533389761
1.674446744E9	2.576551935761463
1.681267301E9	0.6907032045127323
1.688087858E9	4.195214138967449
1.694908415E9	3.1609517627393493
1.701728972E9	4.955111008983155
1.708549529E9	2.75918242629333
1.715370086E9	3.1048023655883212
1.722190643E9	5.491003335903137
1.7290112E9	8.730891256538401
1.735831757E9	7.678674734049355
1.742652314E9	7.514639584825649
