#Read position (bp)	Clipping profile
0.0	28.464324622589455
1.0	13.147233737508076
2.0	7.1846894645745785
3.0	4.2986837202940995
4.0	1.7305941887500766
5.0	1.2272858038927168
6.0	0.8176874790720488
7.0	0.5235878643821597
8.0	0.3309328088965605
9.0	0.19798431405839548
10.0	0.10064281233935586
11.0	0.06244193230426766
12.0	0.03574847785999613
13.0	0.01598777571838877
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
32.0	0.0
33.0	0.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0019807863721897595
62.0	0.006461136499761834
63.0	0.018204369992029693
64.0	0.03886114215915147
65.0	0.11125416790465814
66.0	0.21359479713446236
67.0	0.35989001919476316
68.0	0.5998953012917557
69.0	0.9019652230506939
70.0	1.4989836679447455
71.0	2.312190796889222
72.0	3.3624791899526967
73.0	8.983667944745493
74.0	23.4527464546282
