Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
SRR15502495_aligned_QC	(1, 8.387948196031941e-06)	(2, 1.3979913660053233e-05)	(3, 1.6775896392063883e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.3979913660053236e-06)	(10, 0.0)	(11, 0.0)	(12, 1.3979913660053236e-06)	(13, 4.193974098015971e-06)	(14, 5.5919654640212945e-06)	(15, 6.989956830026618e-06)	(16, 1.6775896392063883e-05)	(17, 1.957187912407453e-05)	(18, 2.5163844588095824e-05)	(19, 4.0541749614154384e-05)	(20, 0.0001188292661104525)	(21, 0.00016216699845661753)	(22, 0.0003550898069653522)	(23, 0.0004585411680497462)	(24, 0.0009296642583935403)	(25, 0.0014371351242534725)	(26, 0.0032768917619164784)	(27, 0.0027358691032724177)	(28, 0.0029651396872972914)	(29, 0.003960509539893083)	(30, 0.006653040910819335)	(31, 0.009218355067439102)	(32, 0.010257062652381058)	(33, 0.011590746415550138)	(34, 0.017860737692084013)	(35, 0.021299796452457113)	(36, 0.020262486858881164)	(37, 0.020434439796899812)	(38, 0.025661529514393717)	(39, 0.027857773950388087)	(40, 0.02624449191401794)	(41, 0.027947245397812428)	(42, 0.03536778356856868)	(43, 0.03557049231663945)	(44, 0.03449264097344935)	(45, 0.035300679983000426)	(46, 0.03764511150379135)	(47, 0.03803375310354083)	(48, 0.037101292862415286)	(49, 0.03691536001073657)	(50, 0.03800998725031874)	(51, 0.04016988391079697)	(52, 0.03281784731697497)	(53, 0.035527154584293286)	(54, 0.03623453821549198)	(55, 0.0352140045183081)	(56, 0.03243339969132351)	(57, 0.03019381752298298)	(58, 0.029255765316393404)	(59, 0.02690434383877245)	(60, 0.02235248395105912)	(61, 0.0191440937660769)	(62, 0.01712399624219921)	(63, 0.014360167311606683)	(64, 0.011221676694924732)	(65, 0.009265886773883285)	(66, 0.007551949359160758)	(67, 0.00587995168541839)	(68, 0.004466582414387009)	(69, 0.003567673966045586)	(70, 0.0029707316527613128)	(71, 0.00231367571073881)	(72, 0.0018663184736171072)	(73, 0.001671997673742367)	(74, 0.0014972487529917016)	(75, 0.001223242445254658)	(76, 0.0009352562238575615)	(77, 0.0007143735880287203)	(78, 0.0006276981233363904)	(79, 0.0005438186413760708)	(80, 0.00041100946160556513)	(81, 0.0003425078846713043)	(82, 0.0003313239537432616)	(83, 0.00019991276533876129)	(84, 0.00012442123157447378)	(85, 9.226743015635135e-05)	(86, 5.8715637372223586e-05)	(87, 4.3337732346165036e-05)	(88, 4.7531706444181e-05)	(89, 1.3979913660053237e-05)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502506_aligned_QC	(1, 9.498557576185218e-06)	(2, 2.1710988745566206e-05)	(3, 2.713873593195776e-06)	(4, 2.713873593195776e-06)	(5, 1.356936796597888e-06)	(6, 2.713873593195776e-06)	(7, 3.2566483118349314e-05)	(8, 5.156359827071974e-05)	(9, 4.3421977491132406e-05)	(10, 1.8997115152370432e-05)	(11, 5.427747186391552e-06)	(12, 5.427747186391552e-06)	(13, 1.7640178355772544e-05)	(14, 2.4424862338761988e-05)	(15, 4.342197749113242e-05)	(16, 5.970521905030708e-05)	(17, 0.0001044841333380374)	(18, 0.0002605318649467945)	(19, 0.0005956952537064727)	(20, 0.00027138735931957756)	(21, 0.0001601185419985508)	(22, 0.00022796538182844517)	(23, 0.00029174141126854595)	(24, 0.0003867269870303981)	(25, 0.0006174062424520392)	(26, 0.0009579973783981088)	(27, 0.0017667317091704503)	(28, 0.002628386575010109)	(29, 0.003112813011395556)	(30, 0.006410169427128422)	(31, 0.00904669762291812)	(32, 0.008099555738892794)	(33, 0.00894357042637668)	(34, 0.014112142684618035)	(35, 0.020841192258946963)	(36, 0.019279358006062793)	(37, 0.019372986645028047)	(38, 0.026198378731915425)	(39, 0.028952960429009134)	(40, 0.027009826936280963)	(41, 0.028270421220320398)	(42, 0.03314996594088641)	(43, 0.03524100554444375)	(44, 0.03383386208637174)	(45, 0.03499947079464932)	(46, 0.042103034924839265)	(47, 0.04234592661143029)	(48, 0.03904992713249403)	(49, 0.037937238959283755)	(50, 0.041453062199268885)	(51, 0.04367843854568942)	(52, 0.03408896620413215)	(53, 0.035899119890793724)	(54, 0.038157062720332605)	(55, 0.03660608396182123)	(56, 0.03288400632875322)	(57, 0.029668066120816225)	(58, 0.02931661949049737)	(59, 0.02785248468696825)	(60, 0.022659487566388133)	(61, 0.018748795718593017)	(62, 0.017811152392143877)	(63, 0.014749902979019042)	(64, 0.010878562298325269)	(65, 0.008228464734569594)	(66, 0.007227045378680352)	(67, 0.00530697981149434)	(68, 0.0037166498858816157)	(69, 0.0028739921351943263)	(70, 0.0025659674823666065)	(71, 0.0019580597974907525)	(72, 0.0014858457922746874)	(73, 0.0012171723065483057)	(74, 0.0010516260173633633)	(75, 0.0007476721749254362)	(76, 0.0005359900346561659)	(77, 0.00039758248140318126)	(78, 0.00036501599828483186)	(79, 0.0003080246528277206)	(80, 0.0001953988987100959)	(81, 0.00014519223723597402)	(82, 0.00012483818528700568)	(83, 6.920377662649229e-05)	(84, 3.2566483118349314e-05)	(85, 2.7138735931957762e-05)	(86, 2.9852609525153533e-05)	(87, 1.2212431169380992e-05)	(88, 1.356936796597888e-06)	(89, 0.0)	(90, 0.0)	(91, 1.356936796597888e-06)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502562_aligned_QC	(1, 1.1604844495083766e-05)	(2, 9.4948727687049e-06)	(3, 5.274929315947167e-06)	(4, 0.0)	(5, 0.0)	(6, 1.0549858631894333e-06)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.1099717263788667e-06)	(11, 0.0)	(12, 1.0549858631894333e-06)	(13, 5.274929315947167e-06)	(14, 9.4948727687049e-06)	(15, 9.4948727687049e-06)	(16, 7.3849010423260336e-06)	(17, 2.004473140059923e-05)	(18, 2.53196607165464e-05)	(19, 5.591425074903996e-05)	(20, 0.0001054985863189433)	(21, 0.00016563278052074103)	(22, 0.0003112208296408828)	(23, 0.00045891885048740343)	(24, 0.0007427100476853609)	(25, 0.001307127484491708)	(26, 0.0023199139131535643)	(27, 0.0025984301810355738)	(28, 0.002893826222728615)	(29, 0.0038696881461788416)	(30, 0.005858336498290923)	(31, 0.007563193653205047)	(32, 0.008773262438283327)	(33, 0.010121534371439422)	(34, 0.014399502046672575)	(35, 0.016860784065493524)	(36, 0.01736612229396126)	(37, 0.01833670928809554)	(38, 0.022726505464826772)	(39, 0.02545047896358189)	(40, 0.025406169557327933)	(41, 0.027832637042663626)	(42, 0.03357598008186691)	(43, 0.03501920074271004)	(44, 0.03500021099717264)	(45, 0.036506730809807146)	(46, 0.039497615731949196)	(47, 0.03961155420517364)	(48, 0.038952188040680256)	(49, 0.03941638182048361)	(50, 0.04006941806979787)	(51, 0.04368274465122167)	(52, 0.034619361100561255)	(53, 0.03726737561716673)	(54, 0.038145123855340336)	(55, 0.03680951175254251)	(56, 0.03362345444571043)	(57, 0.031378444528843315)	(58, 0.029896189391062155)	(59, 0.02771131366839684)	(60, 0.022977592100265856)	(61, 0.01975777524581171)	(62, 0.01784930581930202)	(63, 0.014681183272144155)	(64, 0.011443431658015783)	(65, 0.009221631430138835)	(66, 0.00770456175887243)	(67, 0.005949065282525214)	(68, 0.004510064565134827)	(69, 0.003618601510739756)	(70, 0.0030246444697641056)	(71, 0.0022967042241633963)	(72, 0.0019221842427311472)	(73, 0.0016077984555006963)	(74, 0.0014421656749799552)	(75, 0.0012522682196058573)	(76, 0.0009199476727011857)	(77, 0.0007005106131577837)	(78, 0.0006551462210406381)	(79, 0.0005116681436468752)	(80, 0.0003945647128328481)	(81, 0.00034287040553656586)	(82, 0.0002574165506182217)	(83, 0.0001677427522471199)	(84, 0.00014347807739376292)	(85, 6.857408110731316e-05)	(86, 4.641937798033508e-05)	(87, 4.536439211714564e-05)	(88, 4.325442039076676e-05)	(89, 1.1604844495083766e-05)	(90, 3.1649575895683002e-06)	(91, 1.0549858631894333e-05)	(92, 3.1649575895683002e-06)	(93, 1.0549858631894333e-06)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502573_aligned_QC	(1, 8.224521204357762e-06)	(2, 2.6729693914162728e-05)	(3, 3.0841954516341606e-06)	(4, 2.0561303010894405e-06)	(5, 1.0280651505447203e-06)	(6, 1.0280651505447203e-06)	(7, 5.140325752723602e-06)	(8, 6.168390903268322e-06)	(9, 9.252586354902484e-06)	(10, 3.0841954516341606e-06)	(11, 3.0841954516341606e-06)	(12, 1.0280651505447203e-06)	(13, 4.112260602178881e-06)	(14, 1.0280651505447203e-05)	(15, 1.8505172709804967e-05)	(16, 2.878582421525217e-05)	(17, 2.1589368161439126e-05)	(18, 7.196456053813043e-05)	(19, 0.00011103103625882979)	(20, 0.00010177844990392732)	(21, 0.00012439588321591118)	(22, 0.00021383755131330182)	(23, 0.00030636341486232666)	(24, 0.0005037519237669129)	(25, 0.0008543221401026626)	(26, 0.0011360119913519158)	(27, 0.0019512676557338793)	(28, 0.0025557699642541746)	(29, 0.003326818827162715)	(30, 0.005568000855350206)	(31, 0.007657029241257078)	(32, 0.007873950988022014)	(33, 0.008992485871814667)	(34, 0.01283436533940029)	(35, 0.017393834282066124)	(36, 0.01716149155804302)	(37, 0.017984971743629338)	(38, 0.023005013873739207)	(39, 0.025894905011920412)	(40, 0.026077900608717376)	(41, 0.028109357346193742)	(42, 0.03295257227040992)	(43, 0.036460330564068506)	(44, 0.0356625520072458)	(45, 0.036455190238315775)	(46, 0.041189430256574226)	(47, 0.04207665048149431)	(48, 0.040760727088797064)	(49, 0.03993416270775912)	(50, 0.04318798890923316)	(51, 0.04555459488578711)	(52, 0.03557825066490113)	(53, 0.03776288910980867)	(54, 0.039445831761250376)	(55, 0.0380188773322943)	(56, 0.033510811647155705)	(57, 0.030840926451191065)	(58, 0.0302210031654126)	(59, 0.027821499104041223)	(60, 0.022923796726846173)	(61, 0.018917426835173397)	(62, 0.017445237539593362)	(63, 0.014419641801540248)	(64, 0.010932444810892556)	(65, 0.008406488736004178)	(66, 0.00698261850249974)	(67, 0.0051464941436268705)	(68, 0.003849075923639433)	(69, 0.002878582421525217)	(70, 0.002470440556758963)	(71, 0.0018906118118517407)	(72, 0.0014392912107626082)	(73, 0.0011411523171046395)	(74, 0.0009242305703397035)	(75, 0.0006733826736067918)	(76, 0.0005315096828316205)	(77, 0.00036701925874446515)	(78, 0.0003546824769379285)	(79, 0.00029813889365796884)	(80, 0.00016963074983987884)	(81, 0.00013364846957081365)	(82, 0.00011925555746318755)	(83, 6.990843023704099e-05)	(84, 4.6262931774512424e-05)	(85, 2.0561303010894406e-05)	(86, 2.5701628763618008e-05)	(87, 1.7477107559260244e-05)	(88, 6.168390903268321e-06)	(89, 0.0)	(90, 0.0)	(91, 1.0280651505447203e-06)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502584_aligned_QC	(1, 1.5128838267315767e-05)	(2, 1.6209469572124037e-05)	(3, 1.4048206962507497e-05)	(4, 4.322525219233076e-06)	(5, 0.0)	(6, 1.080631304808269e-06)	(7, 1.080631304808269e-06)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 1.080631304808269e-06)	(12, 2.161262609616538e-06)	(13, 5.403156524041345e-06)	(14, 1.1886944352890961e-05)	(15, 1.5128838267315769e-05)	(16, 1.945136348654884e-05)	(17, 1.8370732181740573e-05)	(18, 3.458020175386461e-05)	(19, 5.727345915483827e-05)	(20, 0.00012751449396737575)	(21, 0.00017506227137893956)	(22, 0.00035768896189153706)	(23, 0.0005003322941262285)	(24, 0.0008536987307985325)	(25, 0.0015150450893411933)	(26, 0.002769658034223593)	(27, 0.0027221102568120298)	(28, 0.0030603478552170176)	(29, 0.003952949312988648)	(30, 0.006047212781707074)	(31, 0.007911301782501337)	(32, 0.00920697871696645)	(33, 0.010647460246275872)	(34, 0.014722520896707857)	(35, 0.01788660935718647)	(36, 0.017938479659817264)	(37, 0.0192892687908276)	(38, 0.023687438201397258)	(39, 0.02592110310843594)	(40, 0.02592866752756961)	(41, 0.02829741134770933)	(42, 0.0342916731954808)	(43, 0.03569757452303636)	(44, 0.035424174802919865)	(45, 0.03649616105728967)	(46, 0.03940954305505276)	(47, 0.03986340820307224)	(48, 0.038950274750509245)	(49, 0.038823840887846676)	(50, 0.03946465525159798)	(51, 0.04230779621454854)	(52, 0.03373298681089493)	(53, 0.03722558718803525)	(54, 0.03692409105399374)	(55, 0.03591586204660763)	(56, 0.03236382694770285)	(57, 0.030279289160727696)	(58, 0.029517444090837862)	(59, 0.0269217676966884)	(60, 0.022575468588749547)	(61, 0.019201737655138135)	(62, 0.017337648654343868)	(63, 0.014369154460035553)	(64, 0.011397418371812813)	(65, 0.009324767529190552)	(66, 0.007618450698898297)	(67, 0.006028842049525332)	(68, 0.0046369889289322825)	(69, 0.003686033380701005)	(70, 0.0031565240413449535)	(71, 0.0023957596027599326)	(72, 0.001997006651285681)	(73, 0.0017290100876932303)	(74, 0.0015852861241537307)	(75, 0.0013205314544757047)	(76, 0.0009552780734505098)	(77, 0.0007175391863926907)	(78, 0.000622443631569563)	(79, 0.0005057354506502699)	(80, 0.0003901079010357851)	(81, 0.00032310876013767244)	(82, 0.0002960929775174657)	(83, 0.00015561090789239073)	(84, 0.0001080631304808269)	(85, 7.348292872696229e-05)	(86, 3.349957044905634e-05)	(87, 4.322525219233076e-05)	(88, 4.322525219233076e-05)	(89, 2.5935151315398455e-05)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502595_aligned_QC	(1, 6.292025486897905e-06)	(2, 3.565481109242147e-05)	(3, 3.146012743448953e-06)	(4, 1.0486709144829843e-06)	(5, 0.0)	(6, 1.0486709144829843e-06)	(7, 7.34069640138089e-06)	(8, 3.98494947503534e-05)	(9, 3.7752152921387434e-05)	(10, 2.9362785605523558e-05)	(11, 1.0486709144829842e-05)	(12, 7.34069640138089e-06)	(13, 1.0486709144829842e-05)	(14, 2.0973418289659685e-05)	(15, 4.8238862066217274e-05)	(16, 7.340696401380892e-05)	(17, 0.00011011044602071334)	(18, 0.0002862871596538547)	(19, 0.00047085324060285993)	(20, 0.0001793227263765903)	(21, 0.00016988468814624344)	(22, 0.00024224298124556938)	(23, 0.00037647285829939134)	(24, 0.0005442602046166688)	(25, 0.0008431314152443194)	(26, 0.0011577326895892146)	(27, 0.002009253472149398)	(28, 0.002677256844675059)	(29, 0.0034805387651690245)	(30, 0.0058568270573874665)	(31, 0.007892297302398939)	(32, 0.008072668699690012)	(33, 0.00913602100697576)	(34, 0.013115727127438685)	(35, 0.0181682235934177)	(36, 0.01755579977935964)	(37, 0.018081183907515615)	(38, 0.023662210514394058)	(39, 0.02657332097299882)	(40, 0.02641392299399741)	(41, 0.0284787560246144)	(42, 0.03398113231290662)	(43, 0.03645809301291543)	(44, 0.03594529293573325)	(45, 0.0370023532175321)	(46, 0.041258908459418535)	(47, 0.041890208349937286)	(48, 0.040542666224826655)	(49, 0.039607251769107836)	(50, 0.04239881374346153)	(51, 0.04492506197645105)	(52, 0.03511159955871928)	(53, 0.03716175119653351)	(54, 0.038667642629731075)	(55, 0.03716384853836248)	(56, 0.03284961639617948)	(57, 0.029926970557515406)	(58, 0.029944797963061612)	(59, 0.027451058528421078)	(60, 0.02249294244474553)	(61, 0.018665293606882637)	(62, 0.017052437740407808)	(63, 0.014571282356741067)	(64, 0.01098168181646581)	(65, 0.008445995545245954)	(66, 0.006837334362429058)	(67, 0.005246500585158371)	(68, 0.003806675419573233)	(69, 0.0029729820425592607)	(70, 0.0025514163349371006)	(71, 0.0019085810643590315)	(72, 0.0014440198492430695)	(73, 0.0011378079422140377)	(74, 0.0010318921798512567)	(75, 0.0006889767908153207)	(76, 0.0004572205187145812)	(77, 0.0003670348200690445)	(78, 0.00032718532531869106)	(79, 0.00028628715965385473)	(80, 0.00016778734631727748)	(81, 0.00011011044602071335)	(82, 0.00012269449699450915)	(83, 6.396892578346204e-05)	(84, 2.726544377655759e-05)	(85, 1.8876076460693717e-05)	(86, 2.726544377655759e-05)	(87, 1.1535380059312827e-05)	(88, 2.0973418289659686e-06)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 1.0486709144829843e-06)
SRR15502832_aligned_QC	(1, 6.5847461533323984e-06)	(2, 8.466102197141656e-06)	(3, 1.8813560438092568e-06)	(4, 1.8813560438092568e-06)	(5, 0.0)	(6, 9.406780219046284e-07)	(7, 3.7627120876185135e-06)	(8, 1.8813560438092568e-06)	(9, 0.0)	(10, 9.406780219046284e-07)	(11, 9.406780219046284e-07)	(12, 0.0)	(13, 1.8813560438092568e-06)	(14, 1.222881428476017e-05)	(15, 8.466102197141656e-06)	(16, 1.1288136262855541e-05)	(17, 1.5050848350474054e-05)	(18, 2.4457628569520337e-05)	(19, 4.138983296380365e-05)	(20, 0.0001025339043876045)	(21, 0.00013169492306664798)	(22, 0.0002878474747028163)	(23, 0.0003875593450247069)	(24, 0.000652830547201812)	(25, 0.0011749068493588808)	(26, 0.0023018391196006254)	(27, 0.002336644206411097)	(28, 0.002711974737151044)	(29, 0.0035331866502737843)	(30, 0.005637483385274438)	(31, 0.007213119071964691)	(32, 0.008676814074048293)	(33, 0.009878059908020502)	(34, 0.014049966935167529)	(35, 0.01670173827891668)	(36, 0.017001814567904252)	(37, 0.01832346718868026)	(38, 0.022546170829010136)	(39, 0.025346569300220213)	(40, 0.025478264223286858)	(41, 0.027734950797836066)	(42, 0.03315984095016006)	(43, 0.03525473090494166)	(44, 0.034904798680793145)	(45, 0.03647102758726435)	(46, 0.03916983283210873)	(47, 0.039841476939748634)	(48, 0.03913314638925444)	(49, 0.03902496841673542)	(50, 0.03929306165297823)	(51, 0.04323450256475862)	(52, 0.03389639184131138)	(53, 0.037150197119079485)	(54, 0.0380062141190127)	(55, 0.036205756385087245)	(56, 0.033249205362241)	(57, 0.030974645905275603)	(58, 0.030103578056991914)	(59, 0.028209052520875997)	(60, 0.023263908159723366)	(61, 0.019968713048991452)	(62, 0.01816355192495647)	(63, 0.015220170394416886)	(64, 0.01179610239468404)	(65, 0.009821619226706225)	(66, 0.008067254715854092)	(67, 0.0062780851181914905)	(68, 0.004836025710611694)	(69, 0.004110762955723226)	(70, 0.003330940875564289)	(71, 0.0026640001580339077)	(72, 0.0022058899613663537)	(73, 0.0019048729943568724)	(74, 0.00178446620755308)	(75, 0.0014721611042807434)	(76, 0.0011259915922198402)	(77, 0.0009199831054227265)	(78, 0.0008052203867503619)	(79, 0.0006631780054427629)	(80, 0.0004835085032589791)	(81, 0.00041107629557232266)	(82, 0.00037627120876185136)	(83, 0.00021635594503806454)	(84, 0.00015333051757045443)	(85, 0.00010817797251903228)	(86, 5.5500003292373075e-05)	(87, 6.772881757713325e-05)	(88, 4.891525713904067e-05)	(89, 2.633898461332959e-05)	(90, 0.0)	(91, 1.222881428476017e-05)	(92, 3.7627120876185135e-06)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502843_aligned_QC	(1, 5.473184134333831e-06)	(2, 2.4629328604502242e-05)	(3, 2.7365920671669158e-06)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 9.121973557223052e-07)	(9, 2.7365920671669158e-06)	(10, 2.7365920671669158e-06)	(11, 1.8243947114446104e-06)	(12, 1.8243947114446104e-06)	(13, 0.0)	(14, 5.473184134333831e-06)	(15, 1.1858565624389969e-05)	(16, 1.2770762980112271e-05)	(17, 1.550735504727919e-05)	(18, 2.8278118027391465e-05)	(19, 5.655623605478293e-05)	(20, 8.392215672645208e-05)	(21, 0.00011767345888817737)	(22, 0.00022348835215196477)	(23, 0.00030102512738836067)	(24, 0.0004615718619954864)	(25, 0.0007516506211151794)	(26, 0.0010827782612423762)	(27, 0.0018070629616858866)	(28, 0.002477528018141781)	(29, 0.003152554061376287)	(30, 0.0054047693326546575)	(31, 0.007391535173417839)	(32, 0.007760062905129652)	(33, 0.0089112559680512)	(34, 0.012752519032997827)	(35, 0.017246003207285903)	(36, 0.016709631162121187)	(37, 0.017620916320487772)	(38, 0.022752026446425738)	(39, 0.025567979683540496)	(40, 0.025785994851558126)	(41, 0.027786443652657138)	(42, 0.032605582282938084)	(43, 0.03598162469646633)	(44, 0.03527923273256016)	(45, 0.03631913771808359)	(46, 0.040506123580848964)	(47, 0.04152413582983505)	(48, 0.04027533764985122)	(49, 0.039555613936186326)	(50, 0.042293118200708954)	(51, 0.04556973110246348)	(52, 0.035472618571973286)	(53, 0.037288803507216396)	(54, 0.039448886845566807)	(55, 0.037592565226671926)	(56, 0.033862590239123413)	(57, 0.030517562535689723)	(58, 0.031047549199364383)	(59, 0.02841312323603836)	(60, 0.023467189173312027)	(61, 0.01949639408385283)	(62, 0.01777872646302773)	(63, 0.01519173476219927)	(64, 0.011707140863340064)	(65, 0.008921290138964146)	(66, 0.007532013566199074)	(67, 0.00569393589441863)	(68, 0.004146849179113599)	(69, 0.003311276401271968)	(70, 0.0028487923419207592)	(71, 0.0021318052203230273)	(72, 0.0016985114763549323)	(73, 0.001353700875891901)	(74, 0.0011694370100359952)	(75, 0.0008529045276003553)	(76, 0.0006257673860255012)	(77, 0.0005144793086273802)	(78, 0.00044971329637109647)	(79, 0.0003822106920476459)	(80, 0.00023717131248779936)	(81, 0.00020250781297035175)	(82, 0.00016510772138573723)	(83, 8.75709461493413e-05)	(84, 5.199524927617139e-05)	(85, 3.831228894033682e-05)	(86, 3.5575696873169905e-05)	(87, 2.4629328604502242e-05)	(88, 6.385381490056136e-06)	(89, 9.121973557223052e-07)	(90, 9.121973557223052e-07)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
SRR15502854_aligned_QC	(1, 9.259700197363895e-06)	(2, 1.4550957453000407e-05)	(3, 9.259700197363897e-06)	(4, 0.0)	(5, 0.0)	(6, 1.3228143139091279e-06)	(7, 0.0)	(8, 0.0)	(9, 1.3228143139091279e-06)	(10, 0.0)	(11, 1.3228143139091279e-06)	(12, 1.3228143139091279e-06)	(13, 5.2912572556365115e-06)	(14, 7.936885883454769e-06)	(15, 1.0582514511273025e-05)	(16, 2.3810657650364306e-05)	(17, 1.7196586080818662e-05)	(18, 3.30703578477282e-05)	(19, 6.349508706763815e-05)	(20, 0.0001190532882518215)	(21, 0.00018387118963336877)	(22, 0.0003161526210242816)	(23, 0.0005555820118418338)	(24, 0.0008704118185522062)	(25, 0.0014802292172643142)	(26, 0.0025993301268314364)	(27, 0.0027223518580249853)	(28, 0.0031681402818123615)	(29, 0.0041536369456746615)	(30, 0.006000285727891804)	(31, 0.007794021937552582)	(32, 0.009182976967157166)	(33, 0.010534893195972296)	(34, 0.014631649126148864)	(35, 0.017689995819906768)	(36, 0.018066997899370867)	(37, 0.01922842886698308)	(38, 0.02358313358837193)	(39, 0.026169235572064277)	(40, 0.026796249556857207)	(41, 0.028796344799487807)	(42, 0.0343892037186956)	(43, 0.03631786698837511)	(44, 0.03608240604049928)	(45, 0.03765920070267897)	(46, 0.039697657560412936)	(47, 0.03996354323750866)	(48, 0.03968178378864602)	(49, 0.039016408188749734)	(50, 0.039966188866136475)	(51, 0.04295574921557112)	(52, 0.03402013852511496)	(53, 0.037030863903572124)	(54, 0.03707583959024504)	(55, 0.035323110624315444)	(56, 0.032803149356318555)	(57, 0.03018265420046458)	(58, 0.028886296172833625)	(59, 0.026522426993878016)	(60, 0.021983851082855797)	(61, 0.01857495859591197)	(62, 0.01648888042287728)	(63, 0.013885581853104116)	(64, 0.01096613066230667)	(65, 0.008881375303585884)	(66, 0.007170976395701383)	(67, 0.005698684064320524)	(68, 0.004346767835505395)	(69, 0.003702557264631649)	(70, 0.002981623463551175)	(71, 0.002310956606399246)	(72, 0.0019948039853749646)	(73, 0.0017395008227905034)	(74, 0.0015080083178564058)	(75, 0.001301649284886582)	(76, 0.0009577175632702087)	(77, 0.0006971231434301104)	(78, 0.0005873295553756528)	(79, 0.0004709218957516495)	(80, 0.00032673513553555455)	(81, 0.0003148298067103724)	(82, 0.00026324004846791646)	(83, 0.00013624987433264016)	(84, 9.92110735431846e-05)	(85, 6.481790138154727e-05)	(86, 3.1747543533819074e-05)	(87, 4.1007243731182964e-05)	(88, 3.7038800789455586e-05)	(89, 1.851940039472779e-05)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
